date,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최저 해면기압 시각(hhmi),평균 전운량(10분위),target,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201101,-3.406451612903226,35.12903225806452,-7.183870967741936,53.8290322580645,1.1125,2.7967741935483867,7.048387096774192,1297.8387096774193,2.7387096774193544,18407,1,0,0,0,1,0,0,0
201102,5.864285714285715,32.0,1.2214285714285713,55.228571428571435,9.7,2.5535714285714284,5.9499999999999975,1382.5,4.0321428571428575,14387,1,0,0,0,1,0,0,0
201112,2.851612903225808,31.677419354838708,-0.870967741935484,50.43870967741936,0.5916666666666667,2.6161290322580637,6.3096774193548395,1271.483870967742,3.9290322580645163,32412,1,0,0,0,1,0,0,0
201201,1.338709677419355,30.548387096774192,-2.7870967741935484,48.85806451612903,0.5583333333333333,2.532258064516128,6.14516129032258,1265.9354838709678,3.612903225806452,17410,1,0,0,0,1,0,0,0
201202,2.96896551724138,23.62068965517241,-2.0448275862068965,43.17931034482758,0.13333333333333333,2.86551724137931,7.755172413793103,1341.5517241379312,3.4,52249,1,0,0,0,1,0,0,0
201212,-0.5193548387096775,38.67741935483871,-4.119354838709678,57.0290322580645,3.1846153846153844,2.7258064516129035,6.2451612903225815,1055.548387096774,3.467741935483871,14090,1,0,0,0,1,0,0,0
201301,0.3354838709677418,38.548387096774185,-3.4322580645161285,57.0774193548387,2.21,2.670967741935484,5.409677419354837,1152.0,4.261290322580645,14838,1,0,0,0,1,0,0,0
201302,2.775,30.285714285714285,-1.2392857142857143,53.62857142857143,5.700000000000001,2.8821428571428567,6.685714285714284,1192.5357142857142,4.717857142857142,9821,1,0,0,0,1,0,0,0
201312,3.525806451612904,39.67741935483871,-0.18387096774193573,60.15161290322581,1.9,2.3935483870967738,5.9483870967741925,1006.741935483871,3.983870967741935,14607,1,0,0,0,1,0,0,0
201401,3.5419354838709682,29.48387096774193,-0.6774193548387096,50.07741935483869,1.181818181818182,2.4258064516129045,5.948387096774192,1315.7096774193546,3.3870967741935485,24880,1,0,0,0,1,0,0,0
201402,6.6035714285714295,32.75,1.9285714285714288,51.98214285714285,2.3142857142857136,2.696428571428572,5.8535714285714295,1236.142857142857,4.000000000000001,23139,1,0,0,0,1,0,0,0
201412,1.4967741935483871,36.709677419354854,-2.919354838709677,56.261290322580614,1.11875,2.8483870967741938,6.309677419354838,1188.6451612903227,3.4451612903225803,27205,1,0,0,0,1,0,0,0
201501,3.583870967741936,37.61290322580645,-0.9354838709677418,56.364516129032275,1.4125,2.6483870967741923,6.235483870967737,1108.258064516129,3.8516129032258064,23464,1,0,0,0,1,0,0,0
201502,5.960714285714286,34.92857142857143,1.0428571428571425,58.94285714285714,2.8375,2.8678571428571433,6.428571428571429,1278.0,4.45,12093,1,0,0,0,1,0,0,0
201512,5.996774193548387,38.74193548387097,1.5935483870967744,59.864516129032246,2.645454545454545,2.3451612903225807,5.73548387096774,1232.9354838709678,4.125806451612903,44232,1,0,0,0,1,0,0,0
201601,1.125806451612903,33.064516129032256,-3.2000000000000006,53.04516129032256,0.16666666666666666,2.4774193548387093,6.325806451612903,1252.3870967741937,3.9903225806451617,20021,1,0,0,0,1,0,0,0
201602,5.0758620689655185,30.724137931034484,0.19310344827586204,52.05172413793103,3.966666666666667,2.755172413793104,6.73103448275862,1196.6206896551723,3.662068965517242,16387,1,0,0,0,1,0,0,0
201612,5.8,40.096774193548384,1.2451612903225806,59.15806451612904,4.364285714285715,2.225806451612903,5.367741935483871,1100.1290322580646,4.7,28405,1,0,0,0,1,0,0,0
201701,2.916129032258064,35.064516129032256,-1.829032258064516,54.60645161290322,1.1461538461538459,2.3,6.741935483870968,1188.8064516129034,3.4967741935483865,27598,1,0,0,0,1,0,0,0
201702,4.80357142857143,30.285714285714285,-0.2464285714285713,53.664285714285704,1.85,2.4464285714285707,7.5,1241.6785714285713,2.8214285714285703,25727,1,0,0,0,1,0,0,0
201712,2.1580645161290324,33.16129032258065,-1.9290322580645158,55.854838709677416,2.485714285714286,1.7827586206896548,5.680645161290323,1316.9354838709678,3.8741935483870957,31550,1,0,0,0,1,0,0,0
201801,0.1419354838709677,28.935483870967737,-3.977419354838709,48.03225806451611,0.7727272727272727,1.870967741935484,6.43793103448276,1184.2903225806454,4.2548387096774185,34198,1,0,0,0,1,0,0,0
201802,3.2821428571428566,24.392857142857146,-1.6464285714285718,44.9142857142857,4.933333333333334,2.1785714285714284,7.192592592592592,1491.9285714285709,3.9142857142857137,22808,1,0,0,0,1,0,0,0
201812,4.087096774193548,26.48387096774193,-0.6064516129032259,45.75806451612904,2.733333333333334,1.803225806451613,6.4483870967741925,1186.9032258064515,3.7709677419354826,36304,1,0,0,0,1,0,0,0
201901,4.087096774193548,25.70967741935484,-0.8967741935483872,45.58387096774193,0.0,1.8193548387096776,6.935483870967741,1480.1290322580646,3.1225806451612894,35384,1,0,0,0,1,0,0,0
201902,6.046428571428572,26.0,0.9857142857142857,47.31071428571428,2.644444444444444,1.8428571428571427,6.803571428571429,1292.0357142857142,4.771428571428572,41006,1,0,0,0,1,0,0,0
201912,5.274193548387096,37.12903225806452,1.4161290322580642,57.75483870967742,1.1894736842105265,2.1258064516129034,5.296774193548388,1176.258064516129,4.4161290322580635,53841,1,0,0,0,1,0,0,0
