date,month,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),평균 중하층운량(10분위),최대 풍속(m/s),최고 해면 기압(hPa),평균 30cm 지중온도(°C),최저 해면기압(hPa),평균 5cm 지중온도(°C),target,season,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201604,4,20.316666666666666,30.53333333333333,14.066666666666665,54.75666666666665,6.9818181818181815,2.4200000000000004,7.316666666666667,2.6300000000000003,5.44,1016.8633333333332,13.540000000000004,1009.5733333333328,15.513333333333335,4372,1.0,0,0,1,0,0,0,1,0
201605,5,25.68709677419355,31.22580645161291,19.55806451612904,56.21935483870967,14.590909090909092,2.367741935483872,9.035483870967745,2.5225806451612898,5.148387096774194,1014.3870967741935,18.648387096774194,1008.1806451612906,21.174193548387095,5335,1.0,0,0,1,0,0,0,1,0
201606,6,28.680000000000003,41.1,23.59666666666667,62.86666666666665,4.533333333333334,2.13,7.656666666666667,3.3100000000000014,4.8966666666666665,1009.4466666666667,22.95,1005.5066666666668,25.63333333333333,4525,2.0,0,0,0,1,0,0,0,1
201607,7,29.822580645161292,54.064516129032256,26.235483870967744,72.86129032258064,17.057142857142857,2.148387096774193,5.174193548387096,4.4064516129032265,4.390322580645162,1009.3870967741935,24.70967741935484,1005.4967741935484,26.92580645161291,2324,2.0,0,0,0,1,0,0,0,1
201608,8,32.635483870967754,41.67741935483871,27.99677419354839,63.883870967741935,4.19375,2.0580645161290323,7.616129032258066,3.2774193548387096,4.635483870967742,1007.451612903226,27.1483870967742,1003.7709677419356,29.241935483870964,1493,2.0,0,0,0,1,0,0,0,1
201609,9,27.88999999999999,43.63333333333333,23.08333333333333,64.51333333333334,4.714285714285714,1.9633333333333336,6.386666666666668,3.1299999999999994,4.25,1014.9666666666667,23.25666666666667,1011.4266666666664,23.86333333333333,3815,3.0,0,0,0,1,0,0,0,1
201610,10,21.309677419354838,40.451612903225815,16.080645161290327,62.23225806451613,7.479999999999999,2.119354838709677,6.3129032258064495,2.8129032258064512,4.329032258064517,1022.0516129032255,18.274193548387093,1016.3677419354835,17.20967741935484,5253,3.0,0,0,1,0,0,0,1,0
201611,11,11.606666666666667,37.53333333333333,6.7733333333333325,56.77999999999998,1.04375,2.223333333333333,5.7766666666666655,3.6566666666666654,4.616666666666666,1026.3466666666668,10.910000000000002,1020.2266666666667,8.293333333333333,2915,3.0,0,1,0,0,0,1,0,0
201612,12,5.8,40.096774193548384,1.2451612903225806,59.15806451612904,4.364285714285715,2.225806451612903,5.367741935483871,3.5451612903225804,4.541935483870968,1028.5161290322576,5.164516129032258,1021.6161290322577,2.7032258064516133,1785,4.0,1,0,0,0,1,0,0,0
201701,1,2.916129032258064,35.064516129032256,-1.829032258064516,54.60645161290322,1.1461538461538459,2.3,6.741935483870968,2.329032258064516,4.84516129032258,1028.8645161290324,2.467741935483871,1022.1322580645165,0.2161290322580647,1227,4.0,1,0,0,0,1,0,0,0
201702,2,4.80357142857143,30.285714285714285,-0.2464285714285713,53.664285714285704,1.85,2.4464285714285707,7.5,1.9571428571428573,5.035714285714286,1027.1392857142855,1.5107142857142857,1019.8535714285713,0.6214285714285713,1272,4.0,1,0,0,0,1,0,0,0
201703,3,12.309677419354838,25.12903225806452,6.325806451612903,48.1032258064516,0.9875,2.367741935483872,8.23225806451613,1.848387096774193,5.432258064516129,1022.0258064516127,6.693548387096777,1017.1290322580646,7.12258064516129,2738,1.0,0,1,0,0,0,1,0,0
201704,4,19.95,27.66666666666667,13.933333333333335,52.37333333333334,6.16,2.55,8.656666666666665,2.28,5.766666666666665,1015.9366666666664,13.163333333333336,1009.8899999999996,14.74666666666667,4515,1.0,0,0,1,0,0,1,0,0
201705,5,25.435483870967737,30.41935483870968,19.490322580645163,52.287096774193536,2.3000000000000003,2.4290322580645163,9.725806451612904,2.04516129032258,5.483870967741939,1014.2935483870967,18.954838709677414,1009.6451612903224,21.345161290322565,3660,1.0,0,0,1,0,0,0,1,0
201706,6,28.75,33.46666666666667,23.27333333333333,56.60333333333333,5.123076923076923,2.373333333333333,9.506666666666666,2.933333333333333,5.1366666666666685,1010.3666666666667,23.36333333333333,1006.0933333333336,25.63666666666667,3763,2.0,0,0,0,1,0,0,0,1
201707,7,30.393548387096768,59.67741935483871,26.92258064516129,77.1774193548387,27.0,2.0,3.9709677419354836,5.496774193548387,4.493548387096773,1009.0193548387095,26.480645161290322,1005.4483870967745,27.6483870967742,2543,2.0,0,0,0,1,0,0,0,1
201708,8,29.654838709677428,50.838709677419345,25.916129032258066,70.81935483870967,15.63157894736842,2.2548387096774194,5.361290322580646,4.374193548387097,4.54516129032258,1009.3516129032256,26.638709677419357,1005.3870967741935,26.94838709677419,3148,2.0,0,0,0,1,0,0,0,1
201709,9,27.43333333333333,39.1,22.10333333333334,60.92999999999999,3.888888888888889,1.98,8.058620689655173,2.226666666666666,4.196666666666667,1015.05,23.53333333333333,1010.7466666666667,23.46,4342,3.0,0,0,1,0,0,0,1,0
201710,10,22.530000000000005,33.73333333333333,16.409677419354836,56.25806451612904,3.3125,1.9366666666666663,7.423333333333333,2.4967741935483883,4.276666666666666,1023.283870967742,18.923333333333336,1018.42,17.73,7923,3.0,0,0,1,0,0,0,1,0
201711,11,10.46,32.166666666666664,5.626666666666668,53.42666666666664,2.9071428571428566,2.0766666666666658,6.070370370370371,3.26,4.526666666666666,1025.8866666666663,10.62,1020.1233333333334,7.489999999999997,2852,3.0,0,1,0,0,0,1,0,0
201712,12,2.1580645161290324,33.16129032258065,-1.9290322580645158,55.854838709677416,2.485714285714286,1.7827586206896548,5.680645161290323,3.0612903225806454,4.0233333333333325,1028.7129032258065,2.825806451612904,1023.5645161290324,0.003225806451612805,1105,4.0,1,0,0,0,1,0,0,0
201801,1,0.1419354838709677,28.935483870967737,-3.977419354838709,48.03225806451611,0.7727272727272727,1.870967741935484,6.43793103448276,2.729032258064516,4.199999999999998,1027.3354838709681,0.7741935483870966,1021.816129032258,-1.5806451612903225,1182,4.0,1,0,0,0,1,0,0,0
201802,2,3.2821428571428566,24.392857142857146,-1.6464285714285718,44.9142857142857,4.933333333333334,2.1785714285714284,7.192592592592592,2.1714285714285717,4.503571428571429,1026.3178571428577,-0.3857142857142857,1021.2607142857142,-1.0357142857142854,1459,4.0,1,0,0,0,1,0,0,0
201803,3,13.596774193548393,33.67741935483871,8.080645161290322,59.20645161290322,4.95,1.9193548387096784,6.7451612903225815,4.058064516129032,4.183870967741936,1023.451612903226,6.261290322580645,1017.2709677419356,8.080645161290322,2461,1.0,0,1,0,0,0,1,0,0
201804,4,18.51333333333333,29.83333333333333,12.986666666666665,54.63,11.845454545454546,2.0033333333333334,7.446666666666667,3.3266666666666658,4.503333333333333,1018.3099999999997,12.363333333333333,1012.9400000000003,13.580000000000005,3398,1.0,0,1,0,0,0,1,0,0
201805,5,23.29032258064517,40.87096774193548,18.167741935483875,63.435483870967744,15.857142857142858,1.7193548387096769,7.470967741935484,3.4677419354838706,4.206451612903226,1014.1451612903226,18.064516129032253,1008.8741935483873,19.72258064516129,5689,1.0,0,0,1,0,0,0,1,0
201806,6,28.37,39.53333333333333,23.13666666666667,63.03333333333331,14.291666666666664,1.6799999999999995,7.886666666666668,3.043333333333333,4.046666666666668,1009.84,23.32,1005.4633333333336,25.36666666666667,4449,2.0,0,0,0,1,0,0,0,1
201807,7,32.13225806451613,49.29032258064516,27.796774193548387,67.45161290322578,18.56,1.4612903225806453,7.616666666666667,3.6838709677419335,3.3032258064516133,1010.2258064516127,26.54333333333334,1006.7870967741934,28.66333333333333,1437,2.0,0,0,0,1,0,0,0,1
201808,8,33.303225806451614,45.161290322580655,28.761290322580656,64.71935483870966,12.6625,1.6903225806451612,7.5,3.7483870967741937,4.006451612903225,1008.9774193548384,28.69,1004.683870967742,30.20333333333333,1290,2.0,0,0,0,1,0,0,0,1
201809,9,26.04,38.9,21.496666666666666,60.66,5.708333333333332,1.5633333333333332,7.290000000000001,2.97,3.450000000000001,1015.5466666666664,23.61666666666666,1011.1433333333333,23.09,4263,3.0,0,0,1,0,0,0,1,0
201810,10,18.61290322580645,34.354838709677416,13.05483870967742,59.348387096774175,10.954545454545457,1.5451612903225809,7.8032258064516125,1.9677419354838708,3.829032258064516,1021.7032258064515,16.712903225806453,1016.1129032258065,14.6,5457,3.0,0,1,0,0,0,1,0,0
201811,11,13.153333333333334,32.73333333333333,7.793333333333335,57.47999999999999,8.78888888888889,1.3966666666666665,5.92,2.413333333333333,3.4966666666666675,1025.8266666666664,10.58,1021.4966666666664,8.313333333333334,2901,3.0,0,1,0,0,0,1,0,0
201812,12,4.087096774193548,26.48387096774193,-0.6064516129032259,45.75806451612904,2.733333333333334,1.803225806451613,6.4483870967741925,2.2516129032258063,3.9,1030.5451612903228,3.696774193548386,1025.1774193548388,0.7645161290322577,1237,4.0,1,0,0,0,1,0,0,0
201901,1,4.087096774193548,25.70967741935484,-0.8967741935483872,45.58387096774193,0.0,1.8193548387096776,6.935483870967741,1.935483870967742,4.190322580645161,1029.074193548387,0.7096774193548386,1023.9354838709676,-0.7258064516129034,1399,4.0,1,0,0,0,1,0,0,0
201902,2,6.046428571428572,26.0,0.9857142857142857,47.31071428571428,2.644444444444444,1.8428571428571427,6.803571428571429,2.682142857142857,4.1071428571428585,1027.2392857142854,1.7035714285714283,1021.5678571428572,1.2142857142857142,1733,4.0,1,0,0,0,1,0,0,0
201903,3,12.445161290322584,25.838709677419356,7.0935483870967735,51.303225806451614,2.68,2.0870967741935478,6.574193548387097,3.1806451612903213,4.72258064516129,1020.4645161290324,6.8000000000000025,1013.9580645161293,7.1322580645161295,2321,1.0,0,1,0,0,0,1,0,0
201904,4,17.639999999999993,27.36666666666667,12.12,50.94333333333334,3.6384615384615375,1.8766666666666665,7.386666666666668,2.9366666666666665,4.456666666666666,1017.8933333333333,11.359999999999998,1012.51,12.620000000000005,3802,1.0,0,1,0,0,0,1,0,0
201905,5,25.64193548387097,24.77419354838709,19.41935483870968,46.48709677419353,5.4,2.0580645161290323,10.129032258064516,1.2000000000000002,4.580645161290325,1013.5741935483873,18.34516129032258,1009.1774193548387,20.851612903225806,5526,1.0,0,0,1,0,0,0,1,0
201906,6,27.706666666666663,38.63333333333333,22.50333333333333,60.60666666666666,5.285714285714287,1.7366666666666668,7.836666666666668,3.4133333333333327,4.003333333333333,1009.2566666666664,22.44,1004.61,24.41666666666667,6158,2.0,0,0,1,0,0,0,1,0
