date,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최저 기온(°C),평균 중기압(hPa),가조시간(hr),평균 이슬점온도(°C),target,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201109,26.57333333333333,37.3,21.75,58.23666666666666,3.2,2.4400000000000004,6.013333333333334,17.706666666666663,15.116666666666667,12.453333333333335,12.466666666666665,8680,0,0,1,0,0,0,1,0
201110,19.348387096774193,31.064516129032263,14.222580645161296,54.503225806451596,5.333333333333333,2.1129032258064515,7.176666666666668,9.654838709677419,8.774193548387098,11.251612903225805,4.300000000000002,16681,0,1,0,0,0,0,1,0
201111,14.693333333333335,41.96666666666667,10.68666666666667,60.37666666666666,3.746666666666667,2.7200000000000006,4.316666666666666,7.163333333333335,8.396666666666665,10.196666666666664,2.756666666666667,5795,0,1,0,0,0,1,0,0
201209,24.97666666666667,43.23333333333333,20.963333333333328,65.14999999999999,17.666666666666668,2.296666666666666,6.3599999999999985,17.439999999999994,15.890000000000002,12.423333333333336,13.596666666666668,3278,0,0,1,0,0,0,1,0
201210,20.503225806451614,31.903225806451612,15.348387096774195,58.17741935483871,11.033333333333333,2.283870967741936,7.593548387096777,11.048387096774198,10.112903225806454,11.22258064516129,6.358064516129033,19554,0,0,1,0,0,0,1,0
201211,9.516666666666664,36.833333333333336,5.540000000000001,57.24,4.52,2.72,6.036666666666667,1.76,5.336666666666667,10.176666666666666,-2.9233333333333333,4841,0,1,0,0,0,1,0,0
201309,25.94333333333333,42.96666666666667,21.75333333333333,62.88666666666666,11.541666666666664,2.236666666666667,6.366666666666667,18.003333333333334,16.186666666666664,12.430000000000005,13.606666666666662,4188,0,0,1,0,0,0,1,0
201310,21.235483870967734,36.19354838709677,15.777419354838708,58.36451612903224,2.7,2.4806451612903224,8.061290322580643,10.903225806451614,10.638709677419351,11.229032258064514,6.97741935483871,6163,0,0,1,0,0,0,1,0
201311,10.660000000000004,37.1,6.149999999999998,58.18666666666668,2.7529411764705887,2.7366666666666672,6.266666666666668,2.109999999999999,5.8933333333333335,10.179999999999998,-2.0966666666666667,2634,0,1,0,0,0,1,0,0
201409,26.98333333333334,44.9,22.063333333333336,68.5,9.788888888888888,2.0800000000000005,7.1433333333333335,18.043333333333333,17.779999999999994,12.44,15.299999999999995,12382,0,0,1,0,0,0,1,0
201410,21.416129032258066,38.709677419354854,15.635483870967743,63.15806451612902,8.700000000000001,2.441935483870968,7.735483870967742,10.683870967741935,11.138709677419353,11.238709677419353,7.825806451612903,8134,0,0,1,0,0,0,1,0
201411,13.78666666666667,40.1,8.953333333333337,60.93333333333334,4.15,2.466666666666667,6.47,4.883333333333334,7.14,10.183333333333332,1.0966666666666671,4055,0,1,0,0,0,1,0,0
201509,28.07666666666666,34.4,22.389999999999993,56.20666666666666,5.2,2.3033333333333332,8.736666666666666,17.516666666666662,14.81333333333333,12.45,12.373333333333335,11899,0,0,0,1,0,0,1,0
201510,21.21935483870968,33.32258064516129,15.506451612903225,60.35806451612903,11.642857142857142,2.3129032258064512,7.7322580645161265,10.780645161290321,10.770967741935484,11.251612903225805,7.070967741935482,19231,0,0,1,0,0,0,1,0
201511,12.739999999999998,53.8,8.900000000000002,73.28333333333332,6.973333333333333,2.6699999999999995,3.6333333333333337,5.866666666666665,8.630000000000003,10.193333333333333,3.963333333333334,7229,0,1,0,0,0,1,0,0
