date,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최저 기온(°C),평균 중기압(hPa),가조시간(hr),평균 이슬점온도(°C),target,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201609,27.88999999999999,43.63333333333333,23.08333333333333,64.51333333333334,4.714285714285714,1.9633333333333336,6.386666666666668,19.256666666666668,18.006666666666664,12.423333333333336,15.523333333333332,10739,0,0,0,1,0,0,0,1
201610,21.309677419354838,40.451612903225815,16.080645161290327,62.23225806451613,7.479999999999999,2.119354838709677,6.3129032258064495,11.619354838709679,11.687096774193547,11.219354838709677,8.21935483870968,17881,0,0,1,0,0,0,1,0
201611,11.606666666666667,37.53333333333333,6.7733333333333325,56.77999999999998,1.04375,2.223333333333333,5.7766666666666655,2.8233333333333337,6.183333333333333,10.176666666666666,-1.82,7507,0,1,0,0,0,1,0,0
201709,27.43333333333333,39.1,22.10333333333334,60.92999999999999,3.888888888888889,1.98,8.058620689655173,17.483333333333334,15.986666666666665,12.42666666666667,13.55,10180,0,0,1,0,0,0,1,0
201710,22.530000000000005,33.73333333333333,16.409677419354836,56.25806451612904,3.3125,1.9366666666666663,7.423333333333333,11.632258064516131,10.732258064516133,11.229032258064514,6.9516129032258025,26119,0,0,1,0,0,0,1,0
201711,10.46,32.166666666666664,5.626666666666668,53.42666666666664,2.9071428571428566,2.0766666666666658,6.070370370370371,1.2866666666666668,5.406666666666667,10.179999999999998,-3.9099999999999993,6502,0,1,0,0,0,1,0,0
201809,26.04,38.9,21.496666666666666,60.66,5.708333333333332,1.5633333333333332,7.290000000000001,17.626666666666672,15.443333333333333,12.44,12.896666666666665,11439,0,0,1,0,0,0,1,0
201810,18.61290322580645,34.354838709677416,13.05483870967742,59.348387096774175,10.954545454545457,1.5451612903225809,7.8032258064516125,8.496774193548386,8.883870967741935,11.238709677419353,4.570967741935483,18878,0,1,0,0,0,1,0,0
201811,13.153333333333334,32.73333333333333,7.793333333333335,57.47999999999999,8.78888888888889,1.3966666666666665,5.92,3.6266666666666656,6.28,10.183333333333332,-0.9866666666666668,13426,0,1,0,0,0,1,0,0
201909,27.100000000000005,44.13333333333333,22.64333333333333,65.27,10.753846153846156,2.183333333333333,5.63,18.963333333333328,17.836666666666673,12.45,15.13,8488,0,0,1,0,0,0,0,1
201910,21.76774193548388,38.935483870967744,16.370967741935484,62.16451612903224,7.928571428571429,2.129032258064516,7.629032258064513,11.8,11.654838709677419,11.251612903225805,8.506451612903223,26628,0,0,1,0,0,0,1,0
201911,12.933333333333335,33.13333333333333,7.579999999999999,55.899999999999984,9.85,2.1666666666666665,6.773333333333335,3.1,6.1033333333333335,10.193333333333333,-1.5399999999999998,8802,0,1,0,0,0,1,0,0
