date,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),평균 20cm 지중온도(°C),1.5cm 지중온도(°C),9-9강수(mm),target,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201109,26.57333333333333,37.3,21.75,58.23666666666666,3.2,2.4400000000000004,6.013333333333334,24.22666666666667,24.263333333333332,2.327272727272728,9325.0,0,0,1,0,0,0,1,0
201110,19.348387096774193,31.064516129032263,14.222580645161296,54.503225806451596,5.333333333333333,2.1129032258064515,7.176666666666668,15.861290322580645,21.28709677419355,4.571428571428571,8386.0,0,1,0,0,0,0,1,0
201111,14.693333333333335,41.96666666666667,10.68666666666667,60.37666666666666,3.746666666666667,2.7200000000000006,4.316666666666666,11.323333333333332,17.863333333333326,3.4875,7909.0,0,1,0,0,0,1,0,0
201209,24.97666666666667,43.23333333333333,20.963333333333328,65.14999999999999,17.666666666666668,2.296666666666666,6.3599999999999985,22.2,24.10333333333333,23.555555555555557,25514.0,0,0,1,0,0,0,1,0
201210,20.503225806451614,31.903225806451612,15.348387096774195,58.17741935483871,11.033333333333333,2.283870967741936,7.593548387096777,16.680645161290325,20.98,9.027272727272726,12870.0,0,0,1,0,0,0,1,0
201211,9.516666666666664,36.833333333333336,5.540000000000001,57.24,4.52,2.72,6.036666666666667,7.340000000000002,15.993333333333334,4.52,6319.0,0,1,0,0,0,1,0,0
201309,25.94333333333333,42.96666666666667,21.75333333333333,62.88666666666666,11.541666666666664,2.236666666666667,6.366666666666667,23.45666666666667,24.19666666666668,11.541666666666664,16189.0,0,0,1,0,0,0,1,0
201310,21.235483870967734,36.19354838709677,15.777419354838708,58.36451612903224,2.7,2.4806451612903224,8.061290322580643,17.306666666666665,21.574193548387093,1.6875,9290.0,0,0,1,0,0,0,1,0
201311,10.660000000000004,37.1,6.149999999999998,58.18666666666668,2.7529411764705887,2.7366666666666672,6.266666666666668,8.346666666666666,17.023333333333333,3.12,7266.0,0,1,0,0,0,1,0,0
201409,26.98333333333334,44.9,22.063333333333336,68.5,9.788888888888888,2.0800000000000005,7.1433333333333335,23.94333333333334,23.55666666666668,8.809999999999997,7278.0,0,0,1,0,0,0,1,0
201410,21.416129032258066,38.709677419354854,15.635483870967743,63.15806451612902,8.700000000000001,2.441935483870968,7.735483870967742,17.261290322580646,21.061290322580646,5.8000000000000025,8912.0,0,0,1,0,0,0,1,0
201411,13.78666666666667,40.1,8.953333333333337,60.93333333333334,4.15,2.466666666666667,6.47,10.026666666666666,16.5,3.7818181818181817,6000.0,0,1,0,0,0,1,0,0
201509,28.07666666666666,34.4,22.389999999999993,56.20666666666666,5.2,2.3033333333333332,8.736666666666666,23.95,23.19333333333332,3.7857142857142856,4346.0,0,0,0,1,0,0,1,0
201510,21.21935483870968,33.32258064516129,15.506451612903225,60.35806451612903,11.642857142857142,2.3129032258064512,7.7322580645161265,17.580645161290324,21.12903225806452,11.571428571428573,7623.0,0,0,1,0,0,0,1,0
201511,12.739999999999998,53.8,8.900000000000002,73.28333333333332,6.973333333333333,2.6699999999999995,3.6333333333333337,11.066666666666665,17.043333333333333,6.9,5535.0,0,1,0,0,0,1,0,0
201609,27.88999999999999,43.63333333333333,23.08333333333333,64.51333333333334,4.714285714285714,1.9633333333333336,6.386666666666668,23.80333333333333,23.91333333333333,4.714285714285714,5504.0,0,0,0,1,0,0,0,1
201610,21.309677419354838,40.451612903225815,16.080645161290327,62.23225806451613,7.479999999999999,2.119354838709677,6.3129032258064495,18.27096774193549,21.64516129032258,6.2333333333333325,7392.0,0,0,1,0,0,0,1,0
201611,11.606666666666667,37.53333333333333,6.7733333333333325,56.77999999999998,1.04375,2.223333333333333,5.7766666666666655,10.026666666666667,17.243333333333332,1.2846153846153845,4179.0,0,1,0,0,0,1,0,0
201709,27.43333333333333,39.1,22.10333333333334,60.92999999999999,3.888888888888889,1.98,8.058620689655173,23.09333333333333,23.63666666666667,3.888888888888889,3899.0,0,0,1,0,0,0,1,0
201710,22.530000000000005,33.73333333333333,16.409677419354836,56.25806451612904,3.3125,1.9366666666666663,7.423333333333333,18.439999999999994,21.64193548387097,4.416666666666667,5479.0,0,0,1,0,0,0,1,0
201711,10.46,32.166666666666664,5.626666666666668,53.42666666666664,2.9071428571428566,2.0766666666666658,6.070370370370371,9.713333333333336,17.553333333333338,2.9071428571428566,3422.0,0,1,0,0,0,1,0,0
201809,26.04,38.9,21.496666666666666,60.66,5.708333333333332,1.5633333333333332,7.290000000000001,23.40666666666667,24.15333333333334,6.227272727272728,4165.0,0,0,1,0,0,0,1,0
201810,18.61290322580645,34.354838709677416,13.05483870967742,59.348387096774175,10.954545454545457,1.5451612903225809,7.8032258064516125,16.10322580645162,20.76129032258065,9.26923076923077,5014.0,0,1,0,0,0,1,0,0
201811,13.153333333333334,32.73333333333333,7.793333333333335,57.47999999999999,8.78888888888889,1.3966666666666665,5.92,9.899999999999997,16.403333333333332,7.909999999999997,2345.0,0,1,0,0,0,1,0,0
201909,27.100000000000005,44.13333333333333,22.64333333333333,65.27,10.753846153846156,2.183333333333333,5.63,23.59000000000001,23.620000000000005,10.753846153846151,2437.0,0,0,1,0,0,0,0,1
201910,21.76774193548388,38.935483870967744,16.370967741935484,62.16451612903224,7.928571428571429,2.129032258064516,7.629032258064513,18.445161290322574,21.350000000000012,6.9375,4148.0,0,0,1,0,0,0,1,0
201911,12.933333333333335,33.13333333333333,7.579999999999999,55.899999999999984,9.85,2.1666666666666665,6.773333333333335,10.590000000000002,17.18,9.8625,2920.0,0,1,0,0,0,1,0,0
