date,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),평균 해면기압(hPa),5.0cm 지중온도(°C),최저 초상온도(°C),1시간 최다 일사량(MJ/m2),9-9강수(mm),최대 풍속(m/s),최저 기온(°C),평균 30cm 지중온도(°C),평균 5cm 지중온도(°C),target,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201101,-3.406451612903226,35.12903225806452,-7.183870967741936,53.8290322580645,1.1125,2.7967741935483867,7.048387096774192,1027.3225806451617,17.183870967741935,-16.083870967741934,1.7919354838709667,0.7416666666666667,5.5935483870967735,-10.52258064516129,-1.07741935483871,-3.2612903225806464,234587,1,0,0,0,1,0,0,0
201102,5.864285714285715,32.0,1.2214285714285713,55.228571428571435,9.7,2.5535714285714284,5.9499999999999975,1022.0857142857144,15.899999999999995,-9.564285714285717,1.841785714285714,7.85,5.239285714285715,-2.4607142857142863,0.35000000000000003,0.5785714285714285,171376,1,0,0,0,1,0,0,0
201112,2.851612903225808,31.677419354838708,-0.870967741935484,50.43870967741936,0.5916666666666667,2.6161290322580637,6.3096774193548395,1027.6451612903227,18.190322580645173,-9.241935483870966,1.316129032258064,0.6454545454545455,5.141935483870967,-4.109677419354838,3.093548387096774,0.8129032258064521,61115,1,0,0,0,1,0,0,0
201201,1.338709677419355,30.548387096774192,-2.7870967741935484,48.85806451612903,0.5583333333333333,2.532258064516128,6.14516129032258,1026.1451612903224,17.14193548387097,-12.493548387096775,1.3987096774193553,0.67,5.3419354838709685,-6.3,-0.1483870967741935,-1.4903225806451612,66605,1,0,0,0,1,0,0,0
201202,2.96896551724138,23.62068965517241,-2.0448275862068965,43.17931034482758,0.13333333333333333,2.86551724137931,7.755172413793103,1023.996551724138,15.86206896551724,-12.203448275862069,1.895172413793104,0.2,5.641379310344827,-6.020689655172415,-0.3241379310344829,-0.8827586206896549,68784,1,0,0,0,1,0,0,0
201212,-0.5193548387096775,38.67741935483871,-4.119354838709678,57.0290322580645,3.1846153846153844,2.7258064516129035,6.2451612903225815,1024.6354838709676,17.99032258064516,-10.112903225806454,1.2487096774193545,3.292307692307692,5.5580645161290345,-7.390322580645162,1.883870967741936,-1.4677419354838712,213467,1,0,0,0,1,0,0,0
201301,0.3354838709677418,38.548387096774185,-3.4322580645161285,57.0774193548387,2.21,2.670967741935484,5.409677419354837,1026.3774193548388,16.648387096774194,-9.396774193548383,1.294193548387097,3.266666666666667,5.190322580645162,-6.587096774193549,-0.025806451612903226,-1.9645161290322581,144778,1,0,0,0,1,0,0,0
201302,2.775,30.285714285714285,-1.2392857142857143,53.62857142857143,5.700000000000001,2.8821428571428567,6.685714285714284,1025.132142857143,15.217857142857143,-7.0500000000000025,1.7971428571428572,5.327272727272726,5.703571428571428,-4.917857142857144,0.08214285714285717,-0.03928571428571431,138306,1,0,0,0,1,0,0,0
201312,3.525806451612904,39.67741935483871,-0.18387096774193573,60.15161290322581,1.9,2.3935483870967738,5.9483870967741925,1022.1935483870973,17.822580645161292,-7.080645161290324,1.2629032258064516,2.0583333333333336,5.22258064516129,-3.4967741935483887,3.961290322580645,1.1612903225806444,41785,1,0,0,0,1,0,0,0
201401,3.5419354838709682,29.48387096774193,-0.6774193548387096,50.07741935483869,1.181818181818182,2.4258064516129045,5.948387096774192,1025.2354838709678,16.75483870967742,-8.109677419354838,1.3403225806451609,1.181818181818182,4.941935483870967,-4.867741935483873,1.2129032258064514,-0.6677419354838707,55396,1,0,0,0,1,0,0,0
201402,6.6035714285714295,32.75,1.9285714285714288,51.98214285714285,2.3142857142857136,2.696428571428572,5.8535714285714295,1025.2607142857144,15.51428571428571,-4.821428571428573,1.6535714285714285,2.7,5.1714285714285735,-1.8107142857142864,2.4222222222222225,1.7821428571428568,52982,1,0,0,0,1,0,0,0
201412,1.4967741935483871,36.709677419354854,-2.919354838709677,56.261290322580614,1.11875,2.8483870967741938,6.309677419354838,1024.5387096774189,17.693548387096776,-10.690322580645162,1.3864516129032258,1.3692307692307693,5.741935483870969,-6.7225806451612895,2.154838709677419,-1.058064516129032,41058,1,0,0,0,1,0,0,0
201501,3.583870967741936,37.61290322580645,-0.9354838709677418,56.364516129032275,1.4125,2.6483870967741923,6.235483870967737,1024.6838709677422,16.78064516129032,-8.993548387096773,1.4387096774193546,2.26,5.196774193548388,-4.806451612903227,0.30322580645161296,-0.7709677419354839,80895,1,0,0,0,1,0,0,0
201502,5.960714285714286,34.92857142857143,1.0428571428571425,58.94285714285714,2.8375,2.8678571428571433,6.428571428571429,1022.2035714285713,15.546428571428569,-6.778571428571429,1.6110714285714285,2.5222222222222217,5.653571428571429,-2.8857142857142857,1.3214285714285714,1.0607142857142855,28767,1,0,0,0,1,0,0,0
201512,5.996774193548387,38.74193548387097,1.5935483870967744,59.864516129032246,2.645454545454545,2.3451612903225807,5.73548387096774,1025.5774193548384,17.649999999999995,-5.406451612903223,1.238709677419355,1.94,4.680645161290324,-2.1193548387096786,4.82258064516129,2.161290322580645,45545,1,0,0,0,1,0,0,0
201601,1.125806451612903,33.064516129032256,-3.2000000000000006,53.04516129032256,0.16666666666666666,2.4774193548387093,6.325806451612903,1025.5193548387097,16.55483870967742,-10.309677419354838,1.4109677419354838,0.125,4.916129032258065,-6.8096774193548395,1.270967741935484,-1.4645161290322581,50885,1,0,0,0,1,0,0,0
