date,평균 기온(°C),최다 풍향(16방위),일강수량(mm),합계 일조 시간(hr),9-9강수(mm),평균 전운량(10분위),합계 소형증발량(mm),최저 해면기압 시각(hhmi),최저 기온 시각(hhmi),열지수,평균 10cm 지중온도(°C),평균 상대습도(%),최대 순간풍속 시각(hhmi),최소 상대습도(%),풍정합(100m),최고 기온 시각(hhmi),평균 20cm 지중온도(°C),합계 일사량(MJ/m2),target,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201611,6.7733333333333325,189.0,1.04375,5.7766666666666655,1.2846153846153845,4.743333333333334,2.32,1215.0,845.3333333333335,34,8.963333333333336,56.77999999999998,1402.5666666666666,37.53333333333333,1914.6333333333328,1265.5333333333333,10.026666666666667,7.834333333333332,194951,0,1,0,0
201709,22.10333333333334,136.33333333333334,3.888888888888889,8.058620689655173,3.888888888888889,4.193333333333333,5.0793103448275865,1249.6666666666667,727.2,65,23.63,60.92999999999999,1438.166666666667,39.1,1713.5666666666666,1450.1333333333334,23.09333333333333,14.841000000000005,308138,0,0,1,0
201710,16.409677419354836,149.66666666666666,3.3125,7.423333333333333,4.416666666666667,4.522580645161291,3.0516129032258066,1362.3,902.3225806451613,55,18.166666666666668,56.25806451612904,1427.0666666666666,33.73333333333333,1670.0967741935485,1333.3666666666666,18.439999999999994,7.773225806451613,850481,0,0,1,0
201711,5.626666666666668,182.33333333333331,2.9071428571428566,6.070370370370371,2.9071428571428566,4.15,1.9965517241379311,1176.0,1174.5,32,8.57,53.42666666666664,1280.3333333333333,32.166666666666664,1791.2666666666669,1339.2666666666667,9.713333333333336,5.59,225334,0,1,0,0
201809,21.496666666666666,153.66666666666666,5.708333333333332,7.290000000000001,6.227272727272728,5.1133333333333315,4.83,1273.8666666666666,862.7333333333332,64,23.39,60.66,1429.4,38.9,1347.4333333333334,1408.7,23.40666666666667,15.698666666666668,528333,0,0,1,0
201810,13.05483870967742,204.19354838709685,10.954545454545457,7.8032258064516125,9.26923076923077,3.6935483870967736,3.5193548387096767,1026.0645161290322,1071.1290322580646,48,15.432258064516132,59.348387096774175,1440.5806451612902,34.354838709677416,1329.9032258064515,1372.5806451612902,16.10322580645162,13.010967741935485,434708,0,1,0,0
201811,7.793333333333335,195.33333333333331,8.78888888888889,5.92,7.909999999999997,4.04,2.37,1250.8,840.9333333333333,37,9.123333333333333,57.47999999999999,1440.0666666666666,32.73333333333333,1209.1666666666667,1423.2666666666669,9.899999999999997,8.845,290439,0,1,0,0
201909,22.64333333333333,320.3333333333333,10.753846153846156,5.63,10.753846153846151,6.5600000000000005,4.4366666666666665,1257.1,835.4333333333333,66,23.779999999999994,65.27,1315.1333333333334,44.13333333333333,1885.166666666667,1359.5333333333333,23.59000000000001,12.892666666666667,494024,0,0,0,1
201910,16.370967741935484,276.77419354838713,7.928571428571429,7.629032258064513,6.9375,4.216129032258063,3.909677419354839,1163.6129032258063,1026.516129032258,55,18.145161290322573,62.16451612903224,1386.354838709677,38.935483870967744,1841.3870967741927,1368.225806451613,18.445161290322574,12.7558064516129,464290,0,0,1,0
201911,7.579999999999999,182.66666666666663,9.85,6.773333333333335,9.8625,4.11,2.7366666666666664,1115.8333333333333,966.8666666666667,36,9.776666666666667,55.899999999999984,1235.2,33.13333333333333,1868.5666666666666,1423.033333333333,10.590000000000002,9.476,327614,0,1,0,0
