date,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최대 순간풍속 풍향(16방위),평균 상대습도 시각(hhmi),최대 풍속(m/s),합계 일사량(MJ/m2),target,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201402,6.6035714285714295,32.75,1.9285714285714288,51.98214285714285,2.3142857142857136,2.696428571428572,5.8535714285714295,182.5,1366.8214285714287,5.1714285714285735,9.585714285714287,44756,1,0,0,0,1,0,0,0
201412,1.4967741935483871,36.709677419354854,-2.919354838709677,56.261290322580614,1.11875,2.8483870967741938,6.309677419354838,226.45161290322585,1312.1612903225807,5.741935483870969,7.409032258064518,41561,1,0,0,0,1,0,0,0
201501,3.583870967741936,37.61290322580645,-0.9354838709677418,56.364516129032275,1.4125,2.6483870967741923,6.235483870967737,220.64516129032262,1337.7096774193546,5.196774193548388,7.904838709677419,49390,1,0,0,0,1,0,0,0
201502,5.960714285714286,34.92857142857143,1.0428571428571425,58.94285714285714,2.8375,2.8678571428571433,6.428571428571429,232.5,1298.5714285714287,5.653571428571429,9.537142857142856,58745,1,0,0,0,1,0,0,0
201512,5.996774193548387,38.74193548387097,1.5935483870967744,59.864516129032246,2.645454545454545,2.3451612903225807,5.73548387096774,162.25806451612902,1173.6774193548388,4.680645161290324,6.6564516129032265,59738,1,0,0,0,1,0,0,0
201601,1.125806451612903,33.064516129032256,-3.2000000000000006,53.04516129032256,0.16666666666666666,2.4774193548387093,6.325806451612903,251.29032258064515,1354.8709677419354,4.916129032258065,7.952258064516128,49472,1,0,0,0,1,0,0,0
201602,5.0758620689655185,30.724137931034484,0.19310344827586204,52.05172413793103,3.966666666666667,2.755172413793104,6.73103448275862,275.5172413793104,1420.4827586206898,5.613793103448275,9.945862068965516,62740,1,0,0,0,1,0,0,0
201612,5.8,40.096774193548384,1.2451612903225806,59.15806451612904,4.364285714285715,2.225806451612903,5.367741935483871,182.25806451612902,1437.645161290323,4.541935483870968,6.624193548387095,52082,1,0,0,0,1,0,0,0
201701,2.916129032258064,35.064516129032256,-1.829032258064516,54.60645161290322,1.1461538461538459,2.3,6.741935483870968,233.54838709677415,1270.8387096774193,4.84516129032258,8.261612903225808,56789,1,0,0,0,1,0,0,0
201702,4.80357142857143,30.285714285714285,-0.2464285714285713,53.664285714285704,1.85,2.4464285714285707,7.5,249.64285714285717,1334.892857142857,5.035714285714286,11.137857142857149,50218,1,0,0,0,1,0,0,0
201712,2.1580645161290324,33.16129032258065,-1.9290322580645158,55.854838709677416,2.485714285714286,1.7827586206896548,5.680645161290323,258.6666666666667,1319.483870967742,4.0233333333333325,4.893225806451613,55675,1,0,0,0,1,0,0,0
201801,0.1419354838709677,28.935483870967737,-3.977419354838709,48.03225806451611,0.7727272727272727,1.870967741935484,6.43793103448276,262.258064516129,1310.9032258064515,4.199999999999998,5.482413793103452,40648,1,0,0,0,1,0,0,0
201802,3.2821428571428566,24.392857142857146,-1.6464285714285718,44.9142857142857,4.933333333333334,2.1785714285714284,7.192592592592592,265.7142857142857,1407.9642857142858,4.503571428571429,11.454814814814815,68181,1,0,0,0,1,0,0,0
201812,4.087096774193548,26.48387096774193,-0.6064516129032259,45.75806451612904,2.733333333333334,1.803225806451613,6.4483870967741925,261.2903225806452,1321.7096774193546,3.9,8.181935483870967,38884,1,0,0,0,1,0,0,0
201901,4.087096774193548,25.70967741935484,-0.8967741935483872,45.58387096774193,0.0,1.8193548387096776,6.935483870967741,276.1290322580645,1393.4193548387098,4.190322580645161,9.201612903225808,38405,1,0,0,0,1,0,0,0
201902,6.046428571428572,26.0,0.9857142857142857,47.31071428571428,2.644444444444444,1.8428571428571427,6.803571428571429,250.0,1296.9285714285713,4.1071428571428585,11.427142857142856,78028,1,0,0,0,1,0,0,0
201912,5.274193548387096,37.12903225806452,1.4161290322580642,57.75483870967742,1.1894736842105265,2.1258064516129034,5.296774193548388,231.9354838709677,1170.3548387096773,4.400000000000001,7.201612903225808,53852,1,0,0,0,1,0,0,0
