date,평균 기온(°C),최다 풍향(16방위),일강수량(mm),합계 일조 시간(hr),9-9강수(mm),평균 전운량(10분위),합계 소형증발량(mm),최저 해면기압 시각(hhmi),최저 기온 시각(hhmi),열지수,평균 10cm 지중온도(°C),평균 상대습도(%),최대 순간풍속 시각(hhmi),최소 상대습도(%),풍정합(100m),최고 기온 시각(hhmi),평균 20cm 지중온도(°C),합계 일사량(MJ/m2),target,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201503,6.290322580645161,232.25806451612902,1.6,8.735483870967744,2.0166666666666666,2.7870967741935484,2.8193548387096787,1400.483870967742,871.9677419354839,33,6.380645161290321,45.1741935483871,1475.6129032258066,22.35483870967742,2663.967741935484,1404.6774193548388,6.448387096774192,14.794193548387096,272022,0,1,0,0
201504,13.326666666666664,149.33333333333334,5.03125,7.1999999999999975,6.0,4.9700000000000015,3.4933333333333327,1243.8333333333333,932.9333333333333,49,13.359999999999998,54.38666666666665,1303.7,32.23333333333333,2695.6666666666665,1249.1666666666667,13.16,14.994666666666665,406906,0,1,0,0
201505,18.883870967741935,231.29032258064515,4.128571428571428,9.367741935483872,3.6125,4.135483870967741,4.8161290322580665,1417.2903225806451,689.9354838709677,60,20.916129032258066,52.78064516129031,1365.3548387096773,30.35483870967742,2544.7419354838707,1460.0967741935485,20.33870967741936,19.450000000000006,485936,0,0,1,0
201603,7.04516129032258,260.64516129032256,6.750000000000001,8.183870967741933,6.750000000000001,3.5580645161290323,2.677419354838709,1384.354838709677,676.6451612903227,35,7.458064516129032,51.01612903225804,1535.483870967742,28.22580645161291,2112.8387096774195,1370.258064516129,7.409677419354838,13.96,167966,0,1,0,0
201604,14.066666666666665,241.0,6.9818181818181815,7.316666666666667,6.9818181818181815,4.803333333333334,3.2466666666666675,1349.2333333333333,903.1333333333333,51,14.846666666666668,54.75666666666665,1493.466666666667,30.53333333333333,2082.866666666667,1449.033333333333,14.493333333333334,15.346666666666666,340944,0,0,1,0
201605,19.55806451612904,221.29032258064515,14.590909090909092,9.035483870967745,14.590909090909092,4.587096774193548,4.216129032258065,1302.7096774193546,830.2258064516127,61,20.425806451612907,56.21935483870967,1575.451612903226,31.22580645161291,2048.967741935484,1304.3225806451612,19.91612903225806,19.17870967741936,378455,0,0,1,0
201703,6.325806451612903,226.1290322580645,0.9875,8.23225806451613,0.9875,3.8967741935483855,3.770967741935484,1441.2903225806451,849.258064516129,33,6.9,48.1032258064516,1560.0967741935485,25.12903225806452,2048.4193548387093,1404.483870967742,6.8032258064516125,14.351612903225806,165143,0,1,0,0
201704,13.933333333333335,212.33333333333331,6.16,8.656666666666665,6.16,4.38,5.526666666666667,1322.2333333333333,824.0333333333333,50,14.113333333333333,52.37333333333334,1360.8,27.66666666666667,2205.3,1351.9333333333334,13.526666666666667,17.461071428571426,351637,0,1,0,0
201705,19.490322580645163,250.96774193548384,2.3000000000000003,9.725806451612904,2.6833333333333336,3.877419354838709,6.945161290322582,1373.1290322580646,752.4193548387095,61,20.661290322580644,52.287096774193536,1525.6129032258066,30.41935483870968,2100.2580645161293,1437.548387096774,19.61290322580645,20.81774193548388,355030,0,0,1,0
201803,8.080645161290322,215.4838709677419,4.95,6.7451612903225815,4.9,5.206451612903226,3.4580645161290327,1163.1290322580646,966.7096774193548,38,7.4870967741935495,59.20645161290322,1368.548387096774,33.67741935483871,1658.4193548387098,1392.8064516129032,6.812903225806452,14.400322580645161,220494,0,1,0,0
201804,12.986666666666665,215.0,11.845454545454546,7.446666666666667,10.858333333333334,4.683333333333335,5.043333333333334,1245.6666666666667,849.5666666666667,48,13.26666666666667,54.63,1495.8,29.83333333333333,1726.2333333333331,1277.5,12.816666666666665,17.106333333333332,341280,0,1,0,0
201805,18.167741935483875,220.32258064516128,15.857142857142858,7.470967741935484,17.076923076923073,5.448387096774193,5.141935483870966,1440.0645161290322,882.483870967742,58,19.31612903225805,63.435483870967744,1435.3225806451612,40.87096774193548,1487.7096774193549,1280.1612903225807,18.65483870967742,18.104516129032266,407217,0,0,1,0
201903,7.0935483870967735,240.96774193548384,2.68,6.574193548387097,2.9777777777777783,4.6903225806451605,3.5225806451612898,1071.225806451613,845.8387096774194,35,7.193548387096777,51.303225806451614,1539.225806451613,25.838709677419356,1794.8064516129032,1457.774193548387,7.041935483870968,13.47483870967742,233317,0,1,0,0
201904,12.12,227.66666666666663,3.6384615384615375,7.386666666666668,3.941666666666667,4.926666666666667,4.9300000000000015,1313.1666666666667,876.3666666666667,47,12.316666666666665,50.94333333333334,1446.7333333333331,27.36666666666667,1617.9333333333334,1452.2,11.833333333333336,16.737333333333332,387075,0,1,0,0
201905,19.41935483870968,243.2258064516129,5.4,10.129032258064516,5.4,3.7612903225806456,7.422580645161287,1402.3870967741934,785.1290322580646,61,20.164516129032254,46.48709677419353,1505.2903225806451,24.77419354838709,1777.7096774193549,1329.7096774193546,19.21935483870968,22.625483870967745,449268,0,0,1,0
