date,month,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),평균 해면기압(hPa),5.0cm 지중온도(°C),최저 초상온도(°C),1시간 최다 일사량(MJ/m2),9-9강수(mm),최대 풍속(m/s),최저 기온(°C),평균 30cm 지중온도(°C),평균 5cm 지중온도(°C),target,season,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201701,1,2.916129032258064,35.064516129032256,-1.829032258064516,54.60645161290322,1.1461538461538459,2.3,6.741935483870968,1025.6451612903227,16.92903225806451,-9.619354838709675,1.4958064516129033,1.2416666666666667,4.84516129032258,-5.767741935483871,2.467741935483871,0.2161290322580647,77496,4.0,1,0,0,0,1,0,0,0
201702,2,4.80357142857143,30.285714285714285,-0.2464285714285713,53.664285714285704,1.85,2.4464285714285707,7.5,1023.5178571428572,15.682142857142859,-8.56785714285714,1.7807142857142857,1.85,5.035714285714286,-4.7571428571428624,1.5107142857142857,0.6214285714285713,76071,4.0,1,0,0,0,1,0,0,0
201703,3,12.309677419354838,25.12903225806452,6.325806451612903,48.1032258064516,0.9875,2.367741935483872,8.23225806451613,1019.5774193548388,14.403225806451607,-2.706451612903225,2.16,0.9875,5.432258064516129,1.7129032258064516,6.693548387096777,7.12258064516129,83788,1.0,0,1,0,0,0,1,0,0
201704,4,19.95,27.66666666666667,13.933333333333335,52.37333333333334,6.16,2.55,8.656666666666665,1012.8466666666666,13.5,5.23,2.4686666666666666,6.16,5.766666666666665,9.073333333333332,13.163333333333336,14.74666666666667,60072,1.0,0,0,1,0,0,1,0,0
201705,5,25.435483870967737,30.41935483870968,19.490322580645163,52.287096774193536,2.3000000000000003,2.4290322580645163,9.725806451612904,1011.9774193548387,13.296774193548384,10.309677419354838,2.7406451612903218,2.6833333333333336,5.483870967741939,14.361290322580645,18.954838709677414,21.345161290322565,53506,1.0,0,0,1,0,0,0,1,0
201706,6,28.75,33.46666666666667,23.27333333333333,56.60333333333333,5.123076923076923,2.373333333333333,9.506666666666666,1008.1800000000003,13.71,15.773333333333332,2.737333333333333,5.55,5.1366666666666685,18.70666666666667,23.36333333333333,25.63666666666667,155405,2.0,0,0,0,1,0,0,0,1
201707,7,30.393548387096768,59.67741935483871,26.92258064516129,77.1774193548387,27.0,2.0,3.9709677419354836,1007.2032258064515,15.248387096774195,23.14193548387097,1.7806451612903231,27.08695652173913,4.493548387096773,24.309677419354838,26.480645161290322,27.6483870967742,191982,2.0,0,0,0,1,0,0,0,1
201708,8,29.654838709677428,50.838709677419345,25.916129032258066,70.81935483870967,15.63157894736842,2.2548387096774194,5.361290322580646,1007.3806451612904,16.76451612903226,21.24838709677419,1.9396774193548403,14.75,4.54516129032258,22.893548387096768,26.638709677419357,26.94838709677419,168860,2.0,0,0,0,1,0,0,0,1
201709,9,27.43333333333333,39.1,22.10333333333334,60.92999999999999,3.888888888888889,1.98,8.058620689655173,1012.9666666666667,17.956666666666667,14.496666666666664,2.24,3.888888888888889,4.196666666666667,17.483333333333334,23.53333333333333,23.46,57779,3.0,0,0,1,0,0,0,1,0
201710,10,22.530000000000005,33.73333333333333,16.409677419354836,56.25806451612904,3.3125,1.9366666666666663,7.423333333333333,1020.8967741935485,18.519354838709692,7.532258064516131,1.3136666666666663,4.416666666666667,4.276666666666666,11.632258064516131,18.923333333333336,17.73,169585,3.0,0,0,1,0,0,0,1,0
201711,11,10.46,32.166666666666664,5.626666666666668,53.42666666666664,2.9071428571428566,2.0766666666666658,6.070370370370371,1023.0133333333335,18.63333333333334,-4.4433333333333325,1.0548148148148149,2.9071428571428566,4.526666666666666,1.2866666666666668,10.62,7.489999999999997,107428,3.0,0,1,0,0,0,1,0,0
201712,12,2.1580645161290324,33.16129032258065,-1.9290322580645158,55.854838709677416,2.485714285714286,1.7827586206896548,5.680645161290323,1026.032258064516,18.12258064516129,-9.841935483870966,0.9400000000000004,2.3200000000000003,4.0233333333333325,-5.748387096774192,2.825806451612904,0.003225806451612805,142238,4.0,1,0,0,0,1,0,0,0
201801,1,0.1419354838709677,28.935483870967737,-3.977419354838709,48.03225806451611,0.7727272727272727,1.870967741935484,6.43793103448276,1024.6,16.954838709677418,-11.735483870967741,0.9972413793103448,0.85,4.199999999999998,-7.329032258064518,0.7741935483870966,-1.5806451612903225,85495,4.0,1,0,0,0,1,0,0,0
201802,2,3.2821428571428566,24.392857142857146,-1.6464285714285718,44.9142857142857,4.933333333333334,2.1785714285714284,7.192592592592592,1023.7714285714287,15.55,-11.846428571428573,1.9503571428571431,6.0200000000000005,4.503571428571429,-5.871428571428572,-0.3857142857142857,-1.0357142857142854,71670,4.0,1,0,0,0,1,0,0,0
201803,3,13.596774193548393,33.67741935483871,8.080645161290322,59.20645161290322,4.95,1.9193548387096784,6.7451612903225815,1020.3419354838707,14.24516129032258,-0.3806451612903223,2.2851612903225806,4.9,4.183870967741936,3.8225806451612905,6.261290322580645,8.080645161290322,68382,1.0,0,1,0,0,0,1,0,0
201804,4,18.51333333333333,29.83333333333333,12.986666666666665,54.63,11.845454545454546,2.0033333333333334,7.446666666666667,1015.6066666666667,13.22,3.2366666666666664,2.4516666666666667,10.858333333333334,4.503333333333333,8.086666666666666,12.363333333333333,13.580000000000005,104744,1.0,0,1,0,0,0,1,0,0
201805,5,23.29032258064517,40.87096774193548,18.167741935483875,63.435483870967744,15.857142857142858,1.7193548387096769,7.470967741935484,1011.2354838709678,12.98387096774194,10.051612903225807,2.5032258064516135,17.076923076923073,4.206451612903226,13.390322580645163,18.064516129032253,19.72258064516129,178227,1.0,0,0,1,0,0,0,1,0
201806,6,28.37,39.53333333333333,23.13666666666667,63.03333333333331,14.291666666666664,1.6799999999999995,7.886666666666668,1007.6033333333332,13.473333333333334,15.2,2.8003333333333336,17.5,4.046666666666668,18.866666666666667,23.32,25.36666666666667,135666,2.0,0,0,0,1,0,0,0,1
201807,7,32.13225806451613,49.29032258064516,27.796774193548387,67.45161290322578,18.56,1.4612903225806453,7.616666666666667,1008.5129032258066,14.758064516129036,21.413333333333334,2.410967741935483,15.175,3.3032258064516133,24.21290322580645,26.54333333333334,28.66333333333333,137954,2.0,0,0,0,1,0,0,0,1
201808,8,33.303225806451614,45.161290322580655,28.761290322580656,64.71935483870966,12.6625,1.6903225806451612,7.5,1006.9548387096772,15.887096774193553,22.25483870967742,2.451290322580645,12.6625,4.006451612903225,25.203225806451613,28.69,30.20333333333333,159112,2.0,0,0,0,1,0,0,0,1
201809,9,26.04,38.9,21.496666666666666,60.66,5.708333333333332,1.5633333333333332,7.290000000000001,1013.2099999999997,17.30666666666667,14.31,2.414,6.227272727272728,3.450000000000001,17.626666666666672,23.61666666666666,23.09,110687,3.0,0,0,1,0,0,0,1,0
201810,10,18.61290322580645,34.354838709677416,13.05483870967742,59.348387096774175,10.954545454545457,1.5451612903225809,7.8032258064516125,1018.9225806451612,18.245161290322574,4.096774193548387,2.148387096774193,9.26923076923077,3.829032258064516,8.496774193548386,16.712903225806453,14.6,93147,3.0,0,1,0,0,0,1,0,0
201811,11,13.153333333333334,32.73333333333333,7.793333333333335,57.47999999999999,8.78888888888889,1.3966666666666665,5.92,1023.6533333333333,18.383333333333333,-0.2599999999999998,1.6056666666666666,7.909999999999997,3.4966666666666675,3.6266666666666656,10.58,8.313333333333334,92200,3.0,0,1,0,0,0,1,0,0
201812,12,4.087096774193548,26.48387096774193,-0.6064516129032259,45.75806451612904,2.733333333333334,1.803225806451613,6.4483870967741925,1027.7612903225806,17.63870967741936,-8.793548387096775,1.5393548387096774,1.8222222222222224,3.9,-4.693548387096773,3.696774193548386,0.7645161290322577,97456,4.0,1,0,0,0,1,0,0,0
201901,1,4.087096774193548,25.70967741935484,-0.8967741935483872,45.58387096774193,0.0,1.8193548387096776,6.935483870967741,1026.383870967742,16.470967741935482,-11.125806451612904,1.6403225806451611,0.0,4.190322580645161,-5.064516129032256,0.7096774193548386,-0.7258064516129034,106456,4.0,1,0,0,0,1,0,0,0
201902,2,6.046428571428572,26.0,0.9857142857142857,47.31071428571428,2.644444444444444,1.8428571428571427,6.803571428571429,1024.5035714285716,15.12857142857143,-7.835714285714286,1.9225,2.38,4.1071428571428585,-3.217857142857142,1.7035714285714283,1.2142857142857142,94846,4.0,1,0,0,0,1,0,0,0
201903,3,12.445161290322584,25.838709677419356,7.0935483870967735,51.303225806451614,2.68,2.0870967741935478,6.574193548387097,1017.1387096774192,13.925806451612903,-2.5935483870967757,2.141290322580645,2.9777777777777783,4.72258064516129,2.7451612903225806,6.8000000000000025,7.1322580645161295,118287,1.0,0,1,0,0,0,1,0,0
201904,4,17.639999999999993,27.36666666666667,12.12,50.94333333333334,3.6384615384615375,1.8766666666666665,7.386666666666668,1015.0833333333336,13.136666666666665,1.6166666666666667,2.458999999999999,3.941666666666667,4.456666666666666,7.176666666666668,11.359999999999998,12.620000000000005,150643,1.0,0,1,0,0,0,1,0,0
201905,5,25.64193548387097,24.77419354838709,19.41935483870968,46.48709677419353,5.4,2.0580645161290323,10.129032258064516,1011.5193548387098,12.890322580645158,8.19032258064516,2.8841935483870973,5.4,4.580645161290325,13.729032258064516,18.34516129032258,20.851612903225806,189652,1.0,0,0,1,0,0,0,1,0
201906,6,27.706666666666663,38.63333333333333,22.50333333333333,60.60666666666666,5.285714285714287,1.7366666666666668,7.836666666666668,1007.0,13.269999999999998,14.240000000000002,2.668333333333333,6.166666666666668,4.003333333333333,18.06,22.44,24.41666666666667,142873,2.0,0,0,1,0,0,0,1,0
201907,7,30.08709677419355,50.03225806451614,25.87741935483871,69.09354838709676,10.23157894736842,1.8290322580645169,4.841935483870966,1005.8774193548387,14.174193548387096,20.24838709677419,2.121612903225807,11.610526315789473,3.9483870967741934,22.683870967741928,25.193548387096786,26.954838709677425,319251,2.0,0,0,0,1,0,0,0,1
201908,8,31.635483870967736,44.645161290322584,27.190322580645162,68.51612903225805,12.7,1.5903225806451615,7.976666666666664,1006.551612903226,15.316129032258065,20.964516129032265,2.416,9.66470588235294,3.819354838709678,23.59032258064517,27.041935483870965,27.951612903225808,273904,2.0,0,0,0,1,0,0,0,1
201909,9,27.100000000000005,44.13333333333333,22.64333333333333,65.27,10.753846153846156,2.183333333333333,5.63,1014.5499999999997,16.73,15.393333333333327,2.1016666666666666,10.753846153846151,4.253333333333334,18.963333333333328,23.82,23.52333333333333,130096,3.0,0,0,1,0,0,0,0,1
201910,10,21.76774193548388,38.935483870967744,16.370967741935484,62.16451612903224,7.928571428571429,2.129032258064516,7.629032258064513,1018.8903225806453,17.689999999999994,6.974193548387097,2.0874193548387097,6.9375,4.412903225806452,11.8,19.76129032258065,17.538709677419355,123357,3.0,0,0,1,0,0,0,1,0
201911,11,12.933333333333335,33.13333333333333,7.579999999999999,55.899999999999984,9.85,2.1666666666666665,6.773333333333335,1022.7433333333336,17.91666666666666,-1.1333333333333333,1.6783333333333337,9.8625,4.533333333333333,3.1,11.596666666666666,8.863333333333337,57786,3.0,0,1,0,0,0,1,0,0
201912,12,5.274193548387096,37.12903225806452,1.4161290322580642,57.75483870967742,1.1894736842105265,2.1258064516129034,5.296774193548388,1025.7774193548387,17.516129032258064,-6.470967741935485,1.3758064516129032,1.2500000000000002,4.400000000000001,-2.6032258064516136,5.035483870967743,2.4741935483870963,97041,4.0,1,0,0,0,1,0,0,0
