date,month,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),합계 소형증발량(mm),5.0cm 지중온도(°C),가조시간(hr),최대 순간풍속(m/s),평균 지면온도(°C),최대 풍속(m/s),target,season,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201712,12,2.1580645161290324,33.16129032258065,-1.9290322580645158,55.854838709677416,2.485714285714286,1.7827586206896548,5.680645161290323,1.2300000000000002,18.12258064516129,9.635483870967745,7.8066666666666675,-1.5322580645161294,4.0233333333333325,25143,4.0,1,0,0,0,1,0,0,0
201801,1,0.1419354838709677,28.935483870967737,-3.977419354838709,48.03225806451611,0.7727272727272727,1.870967741935484,6.43793103448276,1.2645161290322582,16.954838709677418,9.90967741935484,7.841935483870968,-2.835483870967741,4.199999999999998,35006,4.0,1,0,0,0,1,0,0,0
201802,2,3.2821428571428566,24.392857142857146,-1.6464285714285718,44.9142857142857,4.933333333333334,2.1785714285714284,7.192592592592592,2.3464285714285715,15.55,10.810714285714289,8.560714285714285,-1.1428571428571426,4.503571428571429,29033,4.0,1,0,0,0,1,0,0,0
201803,3,13.596774193548393,33.67741935483871,8.080645161290322,59.20645161290322,4.95,1.9193548387096784,6.7451612903225815,3.4580645161290327,14.24516129032258,11.964516129032257,8.441935483870967,8.35806451612903,4.183870967741936,30069,1.0,0,1,0,0,0,1,0,0
201804,4,18.51333333333333,29.83333333333333,12.986666666666665,54.63,11.845454545454546,2.0033333333333334,7.446666666666667,5.043333333333334,13.22,13.169999999999998,8.723333333333331,14.523333333333332,4.503333333333333,29995,1.0,0,1,0,0,0,1,0,0
201805,5,23.29032258064517,40.87096774193548,18.167741935483875,63.435483870967744,15.857142857142858,1.7193548387096769,7.470967741935484,5.141935483870966,12.98387096774194,14.187096774193545,8.26774193548387,21.093548387096774,4.206451612903226,30406,1.0,0,0,1,0,0,0,1,0
201806,6,28.37,39.53333333333333,23.13666666666667,63.03333333333331,14.291666666666664,1.6799999999999995,7.886666666666668,6.086666666666669,13.473333333333334,14.740000000000006,7.603333333333333,27.88000000000001,4.046666666666668,28354,2.0,0,0,0,1,0,0,0,1
201807,7,32.13225806451613,49.29032258064516,27.796774193548387,67.45161290322578,18.56,1.4612903225806453,7.616666666666667,5.774193548387097,14.758064516129036,14.477419354838707,6.774193548387097,31.33548387096775,3.3032258064516133,28941,2.0,0,0,0,1,0,0,0,1
201808,8,33.303225806451614,45.161290322580655,28.761290322580656,64.71935483870966,12.6625,1.6903225806451612,7.5,5.648387096774192,15.887096774193553,13.59032258064516,8.09032258064516,31.80322580645161,4.006451612903225,50149,2.0,0,0,0,1,0,0,0,1
201809,9,26.04,38.9,21.496666666666666,60.66,5.708333333333332,1.5633333333333332,7.290000000000001,4.83,17.30666666666667,12.44,7.5233333333333325,23.469999999999995,3.450000000000001,27073,3.0,0,0,1,0,0,0,1,0
201810,10,18.61290322580645,34.354838709677416,13.05483870967742,59.348387096774175,10.954545454545457,1.5451612903225809,7.8032258064516125,3.5193548387096767,18.245161290322574,11.238709677419353,7.6,14.009677419354839,3.829032258064516,25472,3.0,0,1,0,0,0,1,0,0
201811,11,13.153333333333334,32.73333333333333,7.793333333333335,57.47999999999999,8.78888888888889,1.3966666666666665,5.92,2.37,18.383333333333333,10.183333333333332,6.613333333333332,7.086666666666668,3.4966666666666675,23078,3.0,0,1,0,0,0,1,0,0
201812,12,4.087096774193548,26.48387096774193,-0.6064516129032259,45.75806451612904,2.733333333333334,1.803225806451613,6.4483870967741925,1.8225806451612905,17.63870967741936,9.635483870967745,7.451612903225808,1.4325458382260084e-16,3.9,18664,4.0,1,0,0,0,1,0,0,0
201901,1,4.087096774193548,25.70967741935484,-0.8967741935483872,45.58387096774193,0.0,1.8193548387096776,6.935483870967741,2.041935483870968,16.470967741935482,9.906451612903227,7.629032258064518,-0.4580645161290321,4.190322580645161,30160,4.0,1,0,0,0,1,0,0,0
201902,2,6.046428571428572,26.0,0.9857142857142857,47.31071428571428,2.644444444444444,1.8428571428571427,6.803571428571429,2.5392857142857146,15.12857142857143,10.803571428571427,7.75,1.6428571428571426,4.1071428571428585,25802,4.0,1,0,0,0,1,0,0,0
