"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20120101 ~ 20121231"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강북구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","도로명","해제사유발생일"
"서울특별시 강북구 미아동","7**","다가구","8m미만","62.92","62","201203","14","17,700","1995","삼양로64가길",""
"서울특별시 강북구 미아동","4**","다가구","8m미만","139.5","71","201212","18","20,500","1992","솔샘로64다길",""
"서울특별시 강북구 미아동","3**","다가구","8m미만","109.62","73","201207","6","26,400","1992","솔샘로59가길",""
"서울특별시 강북구 미아동","1**","다가구","8m미만","106.8","74.4","201206","22","22,250","1994","덕릉로30길",""
"서울특별시 강북구 미아동","2**","다가구","8m미만","101.79","76","201204","23","29,300","1968","null",""
"서울특별시 강북구 미아동","2**","다가구","8m미만","188.05","76","201205","11","32,500","1992","null",""
"서울특별시 강북구 미아동","4**","다가구","8m미만","136.37","78","201212","18","32,500","1992","삼양로20나길",""
"서울특별시 강북구 미아동","1**","다가구","8m미만","113.75","78.3","201212","10","24,000","1996","솔매로52길",""
"서울특별시 강북구 미아동","7**","다가구","8m미만","115.02","79","201209","17","21,500","1993","삼양로58길",""
"서울특별시 강북구 미아동","4**","다가구","8m미만","119.67","81","201211","14","30,600","1996","솔샘로64나길",""
"서울특별시 강북구 미아동","3**","다가구","8m미만","117.24","83","201202","11","25,000","1992","솔샘로59가길",""
"서울특별시 강북구 미아동","*","다가구","8m미만","119.61","83","201212","6","25,000","1994","오패산로30가길",""
"서울특별시 강북구 미아동","1**","다가구","8m미만","133.77","83.3","201209","25","27,500","1994","도봉로72길",""
"서울특별시 강북구 미아동","1**","다가구","8m미만","144.36","85","201209","22","33,000","1992","도봉로32길",""
"서울특별시 강북구 미아동","3**","다가구","8m미만","140.07","90.9","201210","26","34,250","1993","도봉로19길",""
"서울특별시 강북구 미아동","3**","다가구","12m미만","145.62","91.9","201210","31","40,000","1992","도봉로41길",""
"서울특별시 강북구 미아동","4**","다가구","8m미만","139.58","93","201202","26","35,700","1992","솔샘로64다길",""
"서울특별시 강북구 미아동","3**","다가구","8m미만","167.58","93.6","201205","24","36,400","1991","도봉로23길",""
"서울특별시 강북구 미아동","3**","다가구","8m미만","157.5","95.2","201207","15","35,000","1992","도봉로39길",""
"서울특별시 강북구 미아동","1**","다가구","8m미만","163.5","95.9","201209","25","39,100","1992","도봉로68길",""
"서울특별시 강북구 미아동","1**","다가구","8m미만","146.97","97.9","201206","20","34,300","1993","도봉로72길",""
"서울특별시 강북구 미아동","8**","다가구","8m미만","144.6","98","201202","2","34,550","2004","솔샘로",""
"서울특별시 강북구 미아동","7**","다가구","8m미만","149.58","99","201207","16","34,000","1992","삼양로41길",""
"서울특별시 강북구 미아동","5*","다가구","8m미만","177.15","99","201207","1","52,800","1995","오현로6길",""
"서울특별시 강북구 미아동","*","다가구","8m미만","187.56","102","201210","17","34,946","1995","null",""
"서울특별시 강북구 미아동","2**","다가구","8m미만","181.47","104.8","201207","19","55,000","1993","솔매로45길",""
"서울특별시 강북구 미아동","3**","다가구","8m미만","171.28","106.4","201201","4","40,000","1995","도봉로33길",""
"서울특별시 강북구 미아동","1**","다가구","8m미만","149.22","107.1","201208","1","33,000","1992","도봉로26길",""
"서울특별시 강북구 미아동","2**","다가구","8m미만","178.94","108.4","201203","16","47,500","1996","도봉로57길",""
"서울특별시 강북구 미아동","8*","다가구","8m미만","147.6","109","201211","8","34,500","1992","오현로10길",""
"서울특별시 강북구 미아동","5*","다가구","8m미만","195.9","109","201205","9","53,500","1996","도봉로10나길",""
"서울특별시 강북구 미아동","1**","다가구","8m미만","194.51","112.4","201202","2","43,500","1993","도봉로76가길",""
"서울특별시 강북구 미아동","3**","다가구","8m미만","182.34","116","201205","20","49,000","1991","도봉로19길",""
"서울특별시 강북구 미아동","*","다가구","8m미만","186.48","116","201210","22","35,997","1994","null",""
"서울특별시 강북구 미아동","3**","다가구","8m미만","149.97","116.4","201206","18","44,000","1993","도봉로51길",""
"서울특별시 강북구 미아동","3**","다가구","8m미만","157.32","116.4","201207","18","44,700","2000","도봉로49길",""
"서울특별시 강북구 미아동","*","다가구","8m미만","197.88","119","201210","19","38,554","1994","null",""
"서울특별시 강북구 미아동","4**","다가구","8m미만","242.82","119","201202","22","46,000","1996","삼양로20나길",""
"서울특별시 강북구 미아동","7**","다가구","8m미만","191.58","121","201206","3","39,800","1983","솔샘로47나길",""
"서울특별시 강북구 미아동","4**","다가구","8m미만","161.8","122","201205","10","30,000","1973","솔샘로60길",""
"서울특별시 강북구 미아동","*","다가구","8m미만","198.9","122","201210","15","38,970","1992","null",""
"서울특별시 강북구 미아동","5*","다가구","8m미만","294.14","128","201205","22","78,000","1996","오현로6길",""
"서울특별시 강북구 미아동","4**","다가구","8m미만","143.8","129","201201","10","43,100","1982","삼양로24가길",""
"서울특별시 강북구 미아동","7*","다가구","8m미만","196.44","129","201212","19","50,000","1997","오패산로",""
"서울특별시 강북구 미아동","5*","다가구","8m미만","227.55","129","201202","21","62,400","1992","월계로7가길",""
"서울특별시 강북구 미아동","*","다가구","8m미만","287.68","136","201211","23","47,755","1995","null",""
"서울특별시 강북구 미아동","7**","다가구","12m미만","302.02","139","201212","1","31,500","1997","인수봉로12길",""
"서울특별시 강북구 미아동","6**","다가구","8m미만","199.43","143","201207","14","45,000","1993","삼양로16길",""
"서울특별시 강북구 미아동","2**","다가구","8m미만","295.6","144.5","201205","18","68,000","1993","삼양로74길",""
"서울특별시 강북구 미아동","4*","다가구","8m미만","172.78","145","201205","11","52,500","1995","오패산로",""
"서울특별시 강북구 미아동","2**","다가구","8m미만","356.07","169","201202","27","65,500","1994","오패산로58길",""
"서울특별시 강북구 미아동","2**","다가구","8m미만","391.6","175.2","201208","3","84,000","1998","도봉로59길",""
"서울특별시 강북구 미아동","8*","다가구","8m미만","434.43","186","201205","18","182,500","2011","오현로6길",""
"서울특별시 강북구 미아동","7*","다가구","8m미만","492.78","203","201205","2","118,500","null","도봉로10다길",""
"서울특별시 강북구 미아동","7**","단독","8m미만","59.5","10","201206","23","6,000","1982","솔샘로",""
"서울특별시 강북구 미아동","*","단독","8m미만","23.14","46","201211","28","12,286","1982","null",""
"서울특별시 강북구 미아동","7**","단독","8m미만","26.94","46","201207","17","9,800","1966","솔매로",""
"서울특별시 강북구 미아동","7*","단독","8m미만","40.86","53","201207","18","28,000","1967","오현로6길",""
"서울특별시 강북구 미아동","4*","단독","8m미만","46.28","53","201209","24","28,000","1967","도봉로6길",""
"서울특별시 강북구 미아동","2**","단독","8m미만","47.47","53.5","201207","12","23,500","1985","솔매로35길",""
"서울특별시 강북구 미아동","7**","단독","8m미만","43.11","56","201212","24","15,000","1985","삼양로60가길",""
"서울특별시 강북구 미아동","*","단독","25m미만","126.11","58","201206","1","18,724","1976","오현로",""
"서울특별시 강북구 미아동","3**","단독","8m미만","46.88","59.8","201205","20","22,000","1968","null",""
"서울특별시 강북구 미아동","2**","단독","8m미만","43.57","60.2","201206","4","19,000","1971","도봉로59길",""
"서울특별시 강북구 미아동","3**","단독","8m미만","44.24","60.5","201204","6","20,860","1968","null",""
"서울특별시 강북구 미아동","3**","단독","8m미만","41.91","61.2","201204","7","23,125","1968","null",""
"서울특별시 강북구 미아동","3**","단독","8m미만","42.63","61.2","201204","6","22,950","1968","null",""
"서울특별시 강북구 미아동","2**","단독","8m미만","34.12","61.8","201205","18","19,300","1967","솔매로39길",""
"서울특별시 강북구 미아동","*","단독","8m미만","36.1","63","201206","25","18,500","1968","오패산로28길",""
"서울특별시 강북구 미아동","3**","단독","8m미만","37.59","64.1","201204","6","22,310","1968","null",""
