areaCode,areaNm,baseYmd,daywkDivCd,daywkDivNm,touDivCd,touDivNm,touNum
45,전라북도,20210502,7,일요일,2,외지인(b),306761
45,전라북도,20210502,7,일요일,3,외국인(c),466.5218462
46,전라남도,20210502,7,일요일,1,현지인(a),854738.5
46,전라남도,20210502,7,일요일,2,외지인(b),418334
46,전라남도,20210502,7,일요일,3,외국인(c),1126.907719
47,경상북도,20210502,7,일요일,1,현지인(a),1262943.5
47,경상북도,20210502,7,일요일,2,외지인(b),590380
47,경상북도,20210502,7,일요일,3,외국인(c),664.6870317
48,경상남도,20210502,7,일요일,1,현지인(a),1388702
48,경상남도,20210502,7,일요일,2,외지인(b),494777.5
48,경상남도,20210502,7,일요일,3,외국인(c),1720.471169
50,제주특별자치도,20210502,7,일요일,1,현지인(a),510842.5
50,제주특별자치도,20210502,7,일요일,2,외지인(b),168661.5
50,제주특별자치도,20210502,7,일요일,3,외국인(c),1435.228594
11,서울특별시,20210503,1,월요일,1,현지인(a),4736837
11,서울특별시,20210503,1,월요일,2,외지인(b),1099931
11,서울특별시,20210503,1,월요일,3,외국인(c),3482.089892
26,부산광역시,20210503,1,월요일,1,현지인(a),1406751.5
26,부산광역시,20210503,1,월요일,2,외지인(b),265457.5
26,부산광역시,20210503,1,월요일,3,외국인(c),2205.834007
27,대구광역시,20210503,1,월요일,1,현지인(a),1200216.5
27,대구광역시,20210503,1,월요일,2,외지인(b),184058
27,대구광역시,20210503,1,월요일,3,외국인(c),218.7697489
28,인천광역시,20210503,1,월요일,1,현지인(a),1240190
28,인천광역시,20210503,1,월요일,2,외지인(b),283206
28,인천광역시,20210503,1,월요일,3,외국인(c),2938.613469
29,광주광역시,20210503,1,월요일,1,현지인(a),795637.5
29,광주광역시,20210503,1,월요일,2,외지인(b),115878
29,광주광역시,20210503,1,월요일,3,외국인(c),172.0212423
30,대전광역시,20210503,1,월요일,1,현지인(a),735539
30,대전광역시,20210503,1,월요일,2,외지인(b),146156.5
30,대전광역시,20210503,1,월요일,3,외국인(c),193.6101901
31,울산광역시,20210503,1,월요일,1,현지인(a),484207.5
31,울산광역시,20210503,1,월요일,2,외지인(b),85365
31,울산광역시,20210503,1,월요일,3,외국인(c),886.4419626
36,세종특별자치시,20210503,1,월요일,1,현지인(a),150846.5
36,세종특별자치시,20210503,1,월요일,2,외지인(b),52832.5
36,세종특별자치시,20210503,1,월요일,3,외국인(c),63.17041885
41,경기도,20210503,1,월요일,1,현지인(a),6074981.5
41,경기도,20210503,1,월요일,2,외지인(b),1176255.5
41,경기도,20210503,1,월요일,3,외국인(c),6065.41784
42,강원도,20210503,1,월요일,1,현지인(a),1019942
42,강원도,20210503,1,월요일,2,외지인(b),287889
42,강원도,20210503,1,월요일,3,외국인(c),282.7499798
43,충청북도,20210503,1,월요일,1,현지인(a),791157.5
43,충청북도,20210503,1,월요일,2,외지인(b),203234.5
43,충청북도,20210503,1,월요일,3,외국인(c),293.0027363
44,충청남도,20210503,1,월요일,1,현지인(a),1073068.5
44,충청남도,20210503,1,월요일,2,외지인(b),295571.5
44,충청남도,20210503,1,월요일,3,외국인(c),652.4293718
45,전라북도,20210503,1,월요일,1,현지인(a),1029101.5
45,전라북도,20210503,1,월요일,2,외지인(b),174881
45,전라북도,20210503,1,월요일,3,외국인(c),393.4136926
46,전라남도,20210503,1,월요일,1,현지인(a),957421.5
46,전라남도,20210503,1,월요일,2,외지인(b),242494
46,전라남도,20210503,1,월요일,3,외국인(c),1302.945877
47,경상북도,20210503,1,월요일,1,현지인(a),1424724
47,경상북도,20210503,1,월요일,2,외지인(b),332227
47,경상북도,20210503,1,월요일,3,외국인(c),2428.724942
48,경상남도,20210503,1,월요일,1,현지인(a),1545019
48,경상남도,20210503,1,월요일,2,외지인(b),296481.5
48,경상남도,20210503,1,월요일,3,외국인(c),1755.6844
50,제주특별자치도,20210503,1,월요일,1,현지인(a),544516
50,제주특별자치도,20210503,1,월요일,2,외지인(b),156061.5
50,제주특별자치도,20210503,1,월요일,3,외국인(c),1306.010197
11,서울특별시,20210504,2,화요일,1,현지인(a),4647615
11,서울특별시,20210504,2,화요일,2,외지인(b),1138651.5
11,서울특별시,20210504,2,화요일,3,외국인(c),3616.911119
26,부산광역시,20210504,2,화요일,1,현지인(a),1391617.5
26,부산광역시,20210504,2,화요일,2,외지인(b),272727
26,부산광역시,20210504,2,화요일,3,외국인(c),2079.989745
27,대구광역시,20210504,2,화요일,1,현지인(a),1188463.5
27,대구광역시,20210504,2,화요일,2,외지인(b),196458.5
27,대구광역시,20210504,2,화요일,3,외국인(c),232.9939281
28,인천광역시,20210504,2,화요일,1,현지인(a),1212732.5
28,인천광역시,20210504,2,화요일,2,외지인(b),283769.5
