"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20130101 ~ 20131231"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강북구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 강북구 미아동","121-11","0121","0011","(121-11)","35.91","18.5","201304","30","12,000","3","1993","솔매로52길 14",""
"서울특별시 강북구 미아동","1264-180","1264","0180","(1264-180)","49.97","29.68","201301","21","12,500","2","1993","삼양로22길 35-3",""
"서울특별시 강북구 미아동","1341-6","1341","0006","(1341-6)","49.29","43.1","201305","16","16,000","3","1982","솔샘로40길 41",""
"서울특별시 강북구 미아동","139-7","0139","0007","(139-7)","45","30.92","201304","26","15,500","2","1991","도봉로18길 21-16",""
"서울특별시 강북구 미아동","139-89","0139","0089","(139-89)","40.48","22.95","201301","30","9,000","1","1994","도봉로18다길 4",""
"서울특별시 강북구 미아동","258-15","0258","0015","(258-15)","39.56","26.67","201310","11","9,900","2","1987","오패산로52사길 31",""
"서울특별시 강북구 미아동","258-164","0258","0164","(258-164)","53.07","40.63","201308","14","13,400","2","1988","오패산로52다길 13-1",""
"서울특별시 강북구 미아동","258-169","0258","0169","(258-169)","54.98","41.33","201307","6","10,000","-1","1989","오패산로52가길 16",""
"서울특별시 강북구 미아동","258-24","0258","0024","(258-24)","36.51","26.5","201305","20","8,200","2","1987","오패산로52길 139",""
"서울특별시 강북구 미아동","258-257","0258","0257","(258-257)","51.3","35.6","201310","27","9,800","-1","1987","오패산로52다길 56",""
"서울특별시 강북구 미아동","258-29","0258","0029","(258-29)","41.61","28.17","201308","10","8,000","-1","1987","오패산로52자길 32",""
"서울특별시 강북구 미아동","258-45","0258","0045","(258-45)","32.46","21.67","201302","16","8,000","2","1987","오패산로52자길 21",""
"서울특별시 강북구 미아동","258-481","0258","0481","(258-481)","41.38","29.33","201303","28","9,600","2","1986","오패산로52마길 20-15",""
"서울특별시 강북구 미아동","258-482","0258","0482","(258-482)","42.52","29.95","201302","15","9,500","1","1986","오패산로52마길 20-13",""
"서울특별시 강북구 미아동","258-487","0258","0487","(258-487)","49.29","33.85","201305","16","8,500","-1","1986","오패산로52마길 24",""
"서울특별시 강북구 미아동","258-495","0258","0495","(258-495)","41.31","31.33","201306","24","9,000","2","1987","오현로9길 124",""
"서울특별시 강북구 미아동","258-498","0258","0498","(258-498)","47.86","37.35","201306","11","17,500","2","1986","오패산로52나길 26",""
"서울특별시 강북구 미아동","258-499","0258","0499","(258-499)","47.67","37.22","201310","8","10,800","2","1986","오패산로52나길 22",""
"서울특별시 강북구 미아동","258-502","0258","0502","(258-502)","45.27","34.87","201308","20","9,300","1","1986","오패산로52나길 14",""
"서울특별시 강북구 미아동","258-502","0258","0502","(258-502)","45.27","34.87","201311","7","11,900","1","1986","오패산로52나길 14",""
"서울특별시 강북구 미아동","258-548","0258","0548","(258-548)","41.43","30.4","201309","10","6,500","-1","1987","오현로9길 105",""
"서울특별시 강북구 미아동","258-688","0258","0688","(258-688)","41.37","31","201303","9","9,800","1","1989","오현로9길 121",""
"서울특별시 강북구 미아동","258-688","0258","0688","(258-688)","41.37","31","201308","20","9,900","2","1989","오현로9길 121",""
"서울특별시 강북구 미아동","258-721","0258","0721","(258-721)","50.24","42.25","201305","27","10,200","1","1990","오패산로52가길 7-9",""
"서울특별시 강북구 미아동","258-721","0258","0721","(258-721)","50.24","42.25","201308","7","12,000","1","1990","오패산로52가길 7-9",""
"서울특별시 강북구 미아동","258-722","0258","0722","(258-722)","32.28","26.55","201309","30","7,200","1","1990","오패산로52가길 7-6",""
"서울특별시 강북구 미아동","302-76","0302","0076","(302-76)","46.62","30.88","201310","5","8,000","-1","1986","도봉로49길 38",""
"서울특별시 강북구 미아동","403-155","0403","0155","(403-155)","64.1","54.5","201312","13","17,000","2","1973","솔샘로60길 37-7",""
"서울특별시 강북구 미아동","421","0421","0000","(421-0)","49.42","28.7","201308","26","15,000","1","1991","솔샘로64가길 23",""
"서울특별시 강북구 미아동","436-6","0436","0006","(436-6)","23.52","20.5","201305","10","6,400","-1","1991","삼양로20나길 46-35",""
"서울특별시 강북구 미아동","776-140","0776","0140","(776-140)","61.85","30.9","201311","16","16,000","3","2008","솔매로22길 25",""
"서울특별시 강북구 미아동","776-48","0776","0048","(776-48)","58.81","41.15","201311","21","20,000","3","2013","삼양로51길 12",""
"서울특별시 강북구 미아동","776-48","0776","0048","(776-48)","29.22","20.45","201311","21","11,000","1","2013","삼양로51길 12",""
"서울특별시 강북구 미아동","79-47","0079","0047","(79-47)","62.15","54.67","201305","8","20,200","1","1977","오현로6길 75-7",""
"서울특별시 강북구 미아동","791-1799","0791","1799","(791-1799)","51.7","18.3","201302","25","10,500","1","2002","인수봉로17길 6-3",""
"서울특별시 강북구 미아동","791-1890","0791","1890","(791-1890)","43.65","22.25","201303","5","14,000","4","1998","인수봉로 42-14",""
"서울특별시 강북구 미아동","8-370","0008","0370","(8-370)","39.6","39.6","201306","20","12,800","1","1979","월계로21나길 20-15",""
"서울특별시 강북구 미아동","8-63","0008","0063","(8-63)","46.45","45.8","201302","15","12,600","1","1977","월계로21나길 15-1",""
"서울특별시 강북구 미아동","80-3","0080","0003","(80-3)","68.14","32.25","201306","10","21,700","1","2007","오패산로35길 4",""
"서울특별시 강북구 미아동","80-3","0080","0003","(80-3)","64.95","32.25","201312","25","22,130","3","2007","오패산로35길 4",""
"서울특별시 강북구 미아동","836-69","0836","0069","(836-69)","47.79","31.28","201302","21","10,300","2","1994","인수봉로6길 65-6",""
"서울특별시 강북구 미아동","839-42","0839","0042","(839-42)","50.66","29.1","201308","14","13,800","1","1992","솔샘로47가길 5",""
"서울특별시 강북구 미아동","84-21","0084","0021","(84-21)","43.56","28.94","201306","24","10,300","3","2005","오패산로38길 6-13",""
"서울특별시 강북구 미아동","84-21","0084","0021","(84-21)","28.37","18.85","201306","24","8,500","5","2005","오패산로38길 6-13",""
"서울특별시 강북구 미아동","84-21","0084","0021","(84-21)","43.56","28.94","201306","24","10,300","2","2005","오패산로38길 6-13",""
"서울특별시 강북구 미아동","84-21","0084","0021","(84-21)","33.54","22.28","201306","24","10,000","3","2005","오패산로38길 6-13",""
"서울특별시 강북구 미아동","84-21","0084","0021","(84-21)","21.84","14.52","201306","24","6,600","4","2005","오패산로38길 6-13",""
"서울특별시 강북구 미아동","84-21","0084","0021","(84-21)","24.36","16.19","201306","24","7,300","4","2005","오패산로38길 6-13",""
"서울특별시 강북구 미아동","84-21","0084","0021","(84-21)","33.54","22.28","201306","24","10,000","2","2005","오패산로38길 6-13",""
"서울특별시 강북구 미아동","87-12","0087","0012","(87-12)","47.22","31.81","201309","16","14,000","2","1986","오현로8길 6",""
"서울특별시 강북구 미아동","302-39","0302","0039","S&Jvil","59.52","35.61","201312","12","24,500","4","2011","도봉로51길 35",""
"서울특별시 강북구 미아동","791-4017","0791","4017","SM빌라(가동)","64.95","22.39","201303","16","15,000","-1","2002","인수봉로19길 9",""
"서울특별시 강북구 미아동","791-4017","0791","4017","SM빌라(가동)","64.95","22.39","201305","9","16,500","1","2002","인수봉로19길 9",""
"서울특별시 강북구 미아동","791-4017","0791","4017","SM빌라(가동)","64.95","22.39","201312","14","16,900","1","2002","인수봉로19길 9",""
"서울특별시 강북구 미아동","791-4016","0791","4016","SM빌라(나동)","64.15","26","201306","1","10,000","4","2002","인수봉로19길 11",""
"서울특별시 강북구 미아동","198-11","0198","0011","가람빌리지","70.97","33.41","201304","22","24,800","3","2002","솔매로 139",""
"서울특별시 강북구 미아동","128-43","0128","0043","강북빌라트","57.07","33.08","201303","10","18,000","4","2002","도봉로38길 43",""
"서울특별시 강북구 미아동","128-43","0128","0043","강북빌라트","50.91","29.51","201309","9","16,200","3","2002","도봉로38길 43",""
"서울특별시 강북구 미아동","5-23","0005","0023","경남빌라C","49.03","27.29","201303","12","15,100","4","2004","오패산로30길 68",""
"서울특별시 강북구 미아동","3-419","0003","0419","경안빌라","71.75","37.18","201301","17","16,500","3","2002","오현로9라길 26",""
"서울특별시 강북구 미아동","235-5","0235","0005","공간행복","51.74","28.58","201302","20","22,900","4","2009","도봉로63길 54",""
"서울특별시 강북구 미아동","235-5","0235","0005","공간행복","60.16","33.23","201304","4","20,400","2","2009","도봉로63길 54",""
"서울특별시 강북구 미아동","791-2282","0791","2282","광미빌라","45.33","26.7","201302","26","11,000","3","1996","삼양로35가길 4",""
"서울특별시 강북구 미아동","8-195","0008","0195","광성빌라","37.1","16.66","201307","22","9,000","3","1991","월계로21나길 22",""
"서울특별시 강북구 미아동","129-6","0129","0006","광신주택","47.34","19.95","201306","4","12,400","2","1995","도봉로38길 48",""
"서울특별시 강북구 미아동","305-52","0305","0052","그랜드하우스(305-52)","24.03","16.26","201303","21","9,500","5","2011","도봉로45길 18-3",""
"서울특별시 강북구 미아동","305-52","0305","0052","그랜드하우스(305-52)","42.03","28.44","201304","10","17,500","2","2011","도봉로45길 18-3",""
"서울특별시 강북구 미아동","305-52","0305","0052","그랜드하우스(305-52)","42.03","28.44","201305","21","18,500","3","2011","도봉로45길 18-3",""
"서울특별시 강북구 미아동","329-18","0329","0018","그랜드하우스(329-18)","57.51","35.66","201312","30","22,000","2","2008","도봉로23길 37",""
"서울특별시 강북구 미아동","303-2","0303","0002","그린빌(303-2)","24.94","14.46","201305","1","17,700","4","2011","도봉로51길 8",""
"서울특별시 강북구 미아동","306-5","0306","0005","그린시티빌","51.84","27.25","201306","22","18,750","5","2010","도봉로49길 37",""
"서울특별시 강북구 미아동","158-94","0158","0094","기상아트빌","69.96","35.38","201302","27","20,000","4","2002","덕릉로30길 15-8",""
"서울특별시 강북구 미아동","309-11","0309","0011","나정맨션","52.34","28.36","201308","1","19,900","4","2003","도봉로45길 41",""
"서울특별시 강북구 미아동","309-11","0309","0011","나정맨션","39.44","21.37","201311","3","15,000","5","2003","도봉로45길 41",""
"서울특별시 강북구 미아동","258-332","0258","0332","낙산빌라","38.07","28.82","201310","10","10,500","2","1991","오패산로58길 12-6",""
"서울특별시 강북구 미아동","87-13","0087","0013","남미빌라","42","29.84","201307","1","5,000","-1","1992","오현로8길 10",""
"서울특별시 강북구 미아동","80-16","0080","0016","뉴캐슬2","39.7","26.5","201307","29","15,000","2","2008","오패산로 143",""
"서울특별시 강북구 미아동","311-95","0311","0095","다보베스트빌","57.09","34.52","201303","5","19,300","3","2003","삼양로54마길 8",""
"서울특별시 강북구 미아동","311-95","0311","0095","다보베스트빌","57.09","34.52","201304","22","18,650","5","2003","삼양로54마길 8",""
"서울특별시 강북구 미아동","791-1047","0791","1047","다솜빌라(791-1047)","55.185","32","201305","2","16,000","1","2009","삼양로69길 17-4",""
"서울특별시 강북구 미아동","791-1047","0791","1047","다솜빌라(791-1047)","55.405","33","201308","29","17,300","3","2009","삼양로69길 17-4",""
"서울특별시 강북구 미아동","791-1478","0791","1478","다솜빌라(791-1478)","56.04","33.6","201312","23","16,450","1","2009","솔매로9길 8",""
"서울특별시 강북구 미아동","791-1478","0791","1478","다솜빌라(791-1478)","56.24","33.72","201312","23","16,550","2","2009","솔매로9길 8",""
"서울특별시 강북구 미아동","791-1478","0791","1478","다솜빌라(791-1478)","56.24","33.72","201312","23","16,550","1","2009","솔매로9길 8",""
"서울특별시 강북구 미아동","791-1478","0791","1478","다솜빌라(791-1478)","56.04","33.6","201312","23","16,450","2","2009","솔매로9길 8",""
"서울특별시 강북구 미아동","791-1658","0791","1658","다우빌라A동","60.21","30.7","201305","27","15,000","2","2007","솔매로22가길 13",""
"서울특별시 강북구 미아동","791-1660","0791","1660","다우빌라B동","62.32","30.37","201310","28","15,000","4","2007","솔매로22가길 13-4",""
"서울특별시 강북구 미아동","791-1660","0791","1660","다우빌라B동","62.32","30.37","201311","9","20,000","3","2007","솔매로22가길 13-4",""
"서울특별시 강북구 미아동","791-2019","0791","2019","다운빌라","57.74","35.9","201303","17","13,900","2","1998","인수봉로6길 21",""
"서울특별시 강북구 미아동","258-690","0258","0690","대광주택다","41.4","30","201304","10","11,700","1","1988","오패산로52길 118",""
"서울특별시 강북구 미아동","455-1","0455","0001","대도맨션","76.14","30.36","201309","24","23,500","4","1997","솔샘로64길 38",""
"서울특별시 강북구 미아동","238-57","0238","0057","대명아트빌(3차)","34.56","21.58","201309","23","10,500","5","2002","삼양로74길 40",""
"서울특별시 강북구 미아동","258-601","0258","0601","대성그린빌라","44.28","51.72","201306","17","16,000","3","1987","오패산로 260",""
"서울특별시 강북구 미아동","831-8","0831","0008","대성빌라(831-8)","32.32","16.29","201308","6","8,700","4","2007","솔매로7가길 21",""
"서울특별시 강북구 미아동","258-379","0258","0379","대성하이츠","65.61","31.81","201306","14","14,500","2","1997","오패산로58길 23-2",""
"서울특별시 강북구 미아동","791-676","0791","0676","대영빌라(B동)","35.88","20.86","201311","12","15,600","1","1992","솔매로33길 18-2",""
"서울특별시 강북구 미아동","258-553","0258","0553","대영주택","34.92","23.3","201304","22","6,000","-1","1987","오패산로52라길 27",""
"서울특별시 강북구 미아동","129-5","0129","0005","대우아트빌라","37.97","22.15","201309","24","12,000","3","1997","도봉로38길 52",""
"서울특별시 강북구 미아동","159-9","0159","0009","대원빌라","30.55","17.87","201307","23","3,500","-1","1993","덕릉로28길 5",""
"서울특별시 강북구 미아동","313-78","0313","0078","대원아트빌(313-78)","24.92","15.04","201309","12","11,000","2","2012","삼양로54다길 39",""
"서울특별시 강북구 미아동","329-21","0329","0021","대원아트빌(329-21)","67.32","36.96","201304","25","21,700","3","2009","솔샘로65길 29-5",""
"서울특별시 강북구 미아동","329-21","0329","0021","대원아트빌(329-21)","61.66","33.85","201305","1","19,500","5","2009","솔샘로65길 29-5",""
"서울특별시 강북구 미아동","791-1474","0791","1474","대원아트빌(791-1474)","50.85","26.6","201311","13","16,200","2","2007","솔매로7가길 22",""
"서울특별시 강북구 미아동","3-195","0003","0195","대원아트빌3차","33.93","14.66","201304","10","13,000","4","2002","오현로9길 36",""
"서울특별시 강북구 미아동","309-32","0309","0032","대원아트빌5차","45.96","24.7","201301","16","17,200","3","2003","도봉로45길 19",""
"서울특별시 강북구 미아동","258-342","0258","0342","대현빌라(258-342)","59.66","47","201305","19","27,300","3","2010","오패산로58길 6-10",""
"서울특별시 강북구 미아동","315-61","0315","0061","덕산맨션(315-61)","36.38","21.85","201306","12","13,500","2","2010","도봉로37길 38",""
"서울특별시 강북구 미아동","315-61","0315","0061","덕산맨션(315-61)","40.32","24.21","201308","9","14,800","2","2010","도봉로37길 38",""
"서울특별시 강북구 미아동","3-375","0003","0375","동광로얄빌라가동","48.1","23.23","201309","15","11,000","2","1996","오현로9라길 3",""
"서울특별시 강북구 미아동","8-53","0008","0053","동광빌라(8-53)","52.02","20.79","201303","29","14,500","2","1993","월계로21나길 21",""
"서울특별시 강북구 미아동","258-98","0258","0098","동명빌라","53.12","37.5","201311","7","11,200","2","1988","오패산로52길 85",""
"서울특별시 강북구 미아동","838-21","0838","0021","동북아트빌","73.98","43.71","201310","18","23,500","2","2008","솔샘로47길 9",""
"서울특별시 강북구 미아동","330-26","0330","0026","동성빌라(Green)","56.84","25.22","201305","6","18,500","2","1997","도봉로21길 15",""
"서울특별시 강북구 미아동","330-26","0330","0026","동성빌라(Green)","51.88","23.02","201309","9","15,200","1","1997","도봉로21길 15",""
"서울특별시 강북구 미아동","258-478","0258","0478","동성주택","42.36","29.55","201305","29","13,200","1","1988","오패산로52길 66",""
"서울특별시 강북구 미아동","258-478","0258","0478","동성주택","40.76","28.44","201306","24","13,000","2","1988","오패산로52길 66",""
"서울특별시 강북구 미아동","258-140","0258","0140","동성주택12","41.37","31.17","201310","24","10,800","1","1988","오패산로52마길 13",""
"서울특별시 강북구 미아동","258-509","0258","0509","동성주택2","41.49","32.83","201304","18","8,000","-1","1987","오패산로52마길 20-6",""
"서울특별시 강북구 미아동","258-626","0258","0626","동성주택28","39.04","31.97","201304","15","10,000","2","1988","오현로9길 156-1",""
"서울특별시 강북구 미아동","258-191","0258","0191","동성주택30","40.56","30.67","201302","13","10,200","1","1988","오현로9길 162",""
"서울특별시 강북구 미아동","258-142","0258","0142","동성주택9","42.2","31.57","201305","9","11,200","1","1987","오패산로52마길 20-16",""
"서울특별시 강북구 미아동","87-8","0087","0008","동성파크빌","61.29","34.75","201304","24","21,000","3","2003","오현로8길 21",""
"서울특별시 강북구 미아동","137-102","0137","0102","동성파크빌(137-102)","61.29","29.12","201310","14","21,000","3","2002","도봉로18길 57",""
"서울특별시 강북구 미아동","94-7","0094","0007","동성파크빌B","64.51","32.33","201306","4","19,000","1","2003","오현로7길 4",""
"서울특별시 강북구 미아동","258-94","0258","0094","동아맨션","41.37","27.83","201302","19","10,000","1","1988","오패산로52길 67",""
"서울특별시 강북구 미아동","791-3210","0791","3210","동아맨션(791-3210)","43.85","26.49","201309","30","8,000","1","1997","솔매로7다길 23-4",""
"서울특별시 강북구 미아동","258-329","0258","0329","동아빌라","38.93","19.23","201310","30","11,000","-1","1991","오패산로60길 10",""
"서울특별시 강북구 미아동","762-10","0762","0010","동아주택","33.22","24.88","201307","30","13,500","3","1994","솔매로31길 9-18",""
"서울특별시 강북구 미아동","133-49","0133","0049","동아하이빌","38.64","20.73","201304","22","12,900","4","2002","도봉로28가길 16",""
"서울특별시 강북구 미아동","198-10","0198","0010","동아하이빌(가)","66.19","29.06","201307","26","15,500","-1","2001","솔매로51길 8",""
"서울특별시 강북구 미아동","158-17","0158","0017","동아하이빌15차","61","27.74","201307","10","20,500","2","2003","도봉로78길 36",""
"서울특별시 강북구 미아동","319-2","0319","0002","동아하이빌8차(가동)","67.305","31","201303","24","21,500","3","2001","도봉로35길 28",""
"서울특별시 강북구 미아동","319-53","0319","0053","동아하이빌8차(나동)","67.23","34.11","201302","19","20,400","3","2001","도봉로35길 26",""
