"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20190101 ~ 20191231"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강북구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 강북구 미아동","1261-133","1261","0133","(1261-133)","40.81","30.69","201912","7","40,000","-1","1994","숭인로7길 25-4",""
"서울특별시 강북구 미아동","1261-32","1261","0032","(1261-32)","35.01","33.06","201912","23","42,000","-1","1971","숭인로7나길 15",""
"서울특별시 강북구 미아동","1264-136","1264","0136","(1264-136)","30.15","22.21","201901","30","29,900","-1","1994","삼양로20나길 55",""
"서울특별시 강북구 미아동","1264-150","1264","0150","(1264-150)","50.81","36.61","201911","18","44,000","2","2002","삼양로22길 23-21",""
"서울특별시 강북구 미아동","1264-173","1264","0173","(1264-173)","38.67","25.07","201902","7","36,000","2","1996","삼양로22길 39",""
"서울특별시 강북구 미아동","129-28","0129","0028","(129-28)","34.44","19.93","201910","4","7,000","-1","1992","도봉로34길 47-9",""
"서울특별시 강북구 미아동","1341-10","1341","0010","(1341-10)","90.87","40.1","201906","11","18,100","1","1978","솔샘로40길 25",""
"서울특별시 강북구 미아동","258-115","0258","0115","(258-115)","41.4","30.22","201912","21","13,700","1","1986","오패산로52라길 9",""
"서울특별시 강북구 미아동","258-121","0258","0121","(258-121)","43.98","39.66","201905","21","11,800","1","1987","오패산로52라길 16",""
"서울특별시 강북구 미아동","258-122","0258","0122","(258-122)","54.96","39","201910","19","9,800","-1","1986","오패산로52라길 10",""
"서울특별시 강북구 미아동","258-160","0258","0160","(258-160)","39.84","29.33","201911","6","11,100","1","1986","오패산로52마길 20-17",""
"서울특별시 강북구 미아동","258-165","0258","0165","(258-165)","50.36","34.17","201910","20","14,000","2","1988","오패산로52다길 12",""
"서울특별시 강북구 미아동","258-165","0258","0165","(258-165)","50.36","34.17","201911","16","15,000","1","1988","오패산로52다길 12",""
"서울특별시 강북구 미아동","258-208","0258","0208","(258-208)","34.26","23.17","201911","10","9,500","2","1988","오현로9길 156-4",""
"서울특별시 강북구 미아동","258-219","0258","0219","(258-219)","46.32","32.01","201909","30","12,500","2","1987","오패산로52다길 47",""
"서울특별시 강북구 미아동","258-257","0258","0257","(258-257)","51.3","35.6","201911","12","10,000","-1","1987","오패산로52다길 56",""
"서울특별시 강북구 미아동","258-36","0258","0036","(258-36)","32.82","22.17","201911","25","4,700","-1","1988","오패산로52자길 25",""
"서울특별시 강북구 미아동","258-40","0258","0040","(258-40)","41.63","28.5","201904","16","10,300","2","1988","오패산로52아길 41",""
"서울특별시 강북구 미아동","258-42","0258","0042","(258-42)","39","26.17","201910","28","10,000","2","1988","오패산로52자길 20",""
"서울특별시 강북구 미아동","258-472","0258","0472","(258-472)","51.35","36.51","201908","1","12,000","2","1988","오패산로52다길 35",""
"서울특별시 강북구 미아동","258-486","0258","0486","(258-486)","41.84","29.54","201911","22","12,500","2","1986","오패산로52마길 20-3",""
"서울특별시 강북구 미아동","258-498","0258","0498","(258-498)","30.92","24.1","201901","12","6,000","-1","1986","오패산로52나길 26",""
"서울특별시 강북구 미아동","258-504","0258","0504","(258-504)","39.99","27.5","201907","23","9,300","1","1987","오현로9길 146-3",""
"서울특별시 강북구 미아동","258-573","0258","0573","(258-573)","41.58","28.83","201912","12","13,000","2","1987","오패산로52길 142",""
"서울특별시 강북구 미아동","258-578","0258","0578","(258-578)","39.56","26.67","201910","14","10,000","2","1987","오패산로52사길 27",""
"서울특별시 강북구 미아동","258-578","0258","0578","(258-578)","39.56","26.67","201911","26","11,000","2","1987","오패산로52사길 27",""
"서울특별시 강북구 미아동","258-583","0258","0583","(258-583)","38.95","28","201911","16","11,500","1","1987","오패산로52자길 26",""
"서울특별시 강북구 미아동","258-584","0258","0584","(258-584)","38.95","28","201911","3","9,000","-1","1987","오패산로52자길 24",""
"서울특별시 강북구 미아동","258-586","0258","0586","(258-586)","36.51","26.66","201902","23","6,400","-1","1987","오패산로52길 135",""
"서울특별시 강북구 미아동","258-590","0258","0590","(258-590)","39.86","26.66","201909","28","10,300","2","1987","오패산로52길 127",""
"서울특별시 강북구 미아동","258-592","0258","0592","(258-592)","32.46","22","201911","7","9,300","1","1987","오패산로52자길 27",""
"서울특별시 강북구 미아동","258-596","0258","0596","(258-596)","32.46","21.67","201904","17","2,950","-1","1987","오패산로52자길 19",""
"서울특별시 강북구 미아동","258-597","0258","0597","(258-597)","62.8","43.33","201909","7","15,400","1","1987","오패산로52자길 15",""
"서울특별시 강북구 미아동","258-61","0258","0061","(258-61)","35.2","29.69","201910","2","9,500","1","1986","오패산로52아길 8",""
"서울특별시 강북구 미아동","258-635","0258","0635","(258-635)","32.82","22","201911","7","9,200","2","1988","오패산로52자길 23",""
"서울특별시 강북구 미아동","258-638","0258","0638","(258-638)","37.85","25.5","201905","29","5,500","-1","1988","오패산로52아길 38",""
"서울특별시 강북구 미아동","258-638","0258","0638","(258-638)","37.85","25.5","201910","1","8,500","2","1988","오패산로52아길 38",""
"서울특별시 강북구 미아동","258-639","0258","0639","(258-639)","37.85","25.33","201910","6","7,300","2","1988","오패산로52아길 36-1",""
"서울특별시 강북구 미아동","258-64","0258","0064","(258-64)","39.36","26.5","201909","26","10,700","2","1988","오패산로52길 113",""
"서울특별시 강북구 미아동","258-640","0258","0640","(258-640)","41.56","28.33","201910","23","7,500","1","1988","오패산로52아길 41-5",""
"서울특별시 강북구 미아동","258-641","0258","0641","(258-641)","38","25.41","201910","29","9,000","2","1988","오패산로52사길 81-9",""
"서울특별시 강북구 미아동","258-643","0258","0643","(258-643)","35.39","23.8","201906","8","6,000","2","1988","오패산로52사길 81-11",""
"서울특별시 강북구 미아동","258-646","0258","0646","(258-646)","39.19","26.17","201910","29","10,600","2","1988","오패산로52바길 28",""
"서울특별시 강북구 미아동","258-720","0258","0720","(258-720)","38.13","31.46","201911","30","6,000","-1","1990","오패산로52가길 7-13",""
