"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20170101 ~ 20171231"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강북구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 강북구 미아동","121-11","0121","0011","(121-11)","35.91","18.5","201703","17","14,750","1","1993","솔매로52길 14",""
"서울특별시 강북구 미아동","1261-279","1261","0279","(1261-279)","40.14","31","201707","29","19,000","-1","1990","숭인로5길 2-5",""
"서울특별시 강북구 미아동","1261-305","1261","0305","(1261-305)","24.48","17.19","201703","4","15,000","-1","1994","삼양로16길 24-14",""
"서울특별시 강북구 미아동","1261-305","1261","0305","(1261-305)","24.48","17.19","201708","1","16,000","1","1994","삼양로16길 24-14",""
"서울특별시 강북구 미아동","1264-136","1264","0136","(1264-136)","29.57","21.79","201712","17","18,700","-1","1994","삼양로20나길 55",""
"서울특별시 강북구 미아동","1264-141","1264","0141","(1264-141)","47.74","42.11","201709","13","25,000","1","2003","삼양로20나길 57",""
"서울특별시 강북구 미아동","1264-150","1264","0150","(1264-150)","49.67","35.78","201711","20","23,700","-1","2002","삼양로22길 23-21",""
"서울특별시 강북구 미아동","1264-152","1264","0152","(1264-152)","46.74","40","201706","3","23,500","2","1992","삼양로22길 23-17",""
"서울특별시 강북구 미아동","1264-152","1264","0152","(1264-152)","46.74","38","201711","6","21,000","-1","1992","삼양로22길 23-17",""
"서울특별시 강북구 미아동","1264-159","1264","0159","(1264-159)","32.83","17.64","201706","13","19,200","2","1996","삼양로24길 16",""
"서울특별시 강북구 미아동","1264-173","1264","0173","(1264-173)","44.04","28.56","201703","31","17,000","2","1996","삼양로22길 39",""
"서울특별시 강북구 미아동","1264-186","1264","0186","(1264-186)","30.35","23.32","201703","27","17,800","1","1993","삼양로22길 29",""
"서울특별시 강북구 미아동","1264-186","1264","0186","(1264-186)","30.35","23.32","201709","21","18,800","1","1993","삼양로22길 29",""
"서울특별시 강북구 미아동","1264-208","1264","0208","(1264-208)","35.55","23.14","201712","19","19,000","1","1988","삼양로22길 23-1",""
"서울특별시 강북구 미아동","1264-208","1264","0208","(1264-208)","23.67","23.14","201712","22","18,000","1","1988","삼양로22길 23-1",""
"서울특별시 강북구 미아동","164-32","0164","0032","(164-32)","25.6","18.93","201710","25","8,500","2","1992","도봉로76가길 30",""
"서울특별시 강북구 미아동","218-55","0218","0055","(218-55)","44.48","12.6","201703","16","9,900","-1","1992","도봉로65길 43-4",""
"서울특별시 강북구 미아동","229-16","0229","0016","(229-16)","46.5","29.62","201703","17","7,150","-1","1991","솔매로41길 31-66",""
"서울특별시 강북구 미아동","258-169","0258","0169","(258-169)","54.98","41.33","201710","19","12,000","-1","1989","오패산로52가길 16",""
"서울특별시 강북구 미아동","258-223","0258","0223","(258-223)","41.07","29.26","201701","14","7,400","-1","1987","오패산로52다길 46",""
