date,month,최고 기온(°C),평균 기온(°C),최소 상대습도(%),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최대 순간풍속(m/s),최대 풍속(m/s),가조시간(hr),평균 지면온도(°C),5.0cm 지중온도(°C),합계 소형증발량(mm),서대문자연사박물관
201705,5,25.435483870967737,19.490322580645163,30.419354838709676,52.28709677419353,2.3000000000000003,2.4290322580645163,9.725806451612904,9.048387096774194,5.483870967741938,14.203225806451611,25.003225806451614,13.296774193548389,6.945161290322581,27236
201706,6,28.75,23.273333333333333,33.46666666666667,56.60333333333333,5.123076923076923,2.3733333333333335,9.506666666666666,8.593333333333332,5.136666666666668,14.73666666666667,28.606666666666662,13.709999999999999,7.153333333333335,26453
201707,7,30.393548387096775,26.922580645161293,59.67741935483871,77.1774193548387,27.0,2.0,3.970967741935484,7.787096774193548,4.493548387096773,14.47096774193548,28.26451612903226,15.248387096774197,3.9580645161290313,31237
201708,8,29.654838709677428,25.916129032258066,50.83870967741935,70.81935483870967,15.631578947368421,2.2548387096774194,5.361290322580647,7.925806451612906,4.54516129032258,13.583870967741936,27.667741935483864,16.76451612903226,4.487096774193548,49720
201709,9,27.433333333333326,22.10333333333334,39.1,60.929999999999986,3.888888888888889,1.9800000000000002,8.058620689655173,7.38,4.196666666666667,12.42666666666667,24.230000000000004,17.956666666666667,5.0793103448275865,0
201710,10,22.530000000000005,16.409677419354836,33.733333333333334,56.25806451612903,3.3125,1.9366666666666663,7.423333333333333,7.69,4.276666666666666,11.229032258064514,16.812903225806455,18.51935483870969,3.0516129032258066,33587
201711,11,10.46,5.626666666666667,32.166666666666664,53.42666666666664,2.9071428571428575,2.076666666666666,6.070370370370371,8.243333333333332,4.526666666666666,10.179999999999998,5.4300000000000015,18.63333333333334,1.9965517241379311,28265
201712,12,2.1580645161290324,-1.929032258064516,33.16129032258065,55.854838709677416,2.485714285714286,1.7827586206896548,5.680645161290323,7.806666666666667,4.0233333333333325,9.635483870967743,-1.5322580645161294,18.12258064516129,1.2300000000000002,25143
201801,1,0.1419354838709677,-3.9774193548387093,28.93548387096774,48.03225806451612,0.7727272727272727,1.8709677419354838,6.43793103448276,7.841935483870969,4.199999999999999,9.90967741935484,-2.8354838709677415,16.954838709677418,1.264516129032258,35006
201802,2,3.2821428571428575,-1.6464285714285718,24.392857142857142,44.914285714285704,4.933333333333334,2.1785714285714284,7.192592592592593,8.560714285714285,4.503571428571429,10.810714285714287,-1.1428571428571426,15.549999999999999,2.3464285714285715,29033
201803,3,13.59677419354839,8.080645161290322,33.67741935483871,59.20645161290322,4.95,1.919354838709678,6.745161290322581,8.441935483870967,4.183870967741936,11.964516129032257,8.35806451612903,14.245161290322581,3.4580645161290327,30069
201804,4,18.513333333333335,12.986666666666666,29.833333333333332,54.63,11.845454545454546,2.0033333333333334,7.446666666666667,8.723333333333331,4.503333333333333,13.169999999999998,14.523333333333333,13.22,5.043333333333334,29995
201805,5,23.290322580645167,18.167741935483875,40.87096774193548,63.435483870967744,15.857142857142858,1.719354838709677,7.470967741935484,8.26774193548387,4.206451612903226,14.187096774193545,21.093548387096774,12.98387096774194,5.141935483870966,30406
201806,6,28.369999999999997,23.136666666666663,39.53333333333333,63.03333333333331,14.291666666666666,1.6799999999999997,7.886666666666668,7.603333333333334,4.046666666666668,14.740000000000004,27.880000000000006,13.473333333333334,6.086666666666669,28354
201807,7,32.13225806451613,27.796774193548387,49.29032258064516,67.45161290322578,18.56,1.4612903225806453,7.616666666666668,6.774193548387097,3.3032258064516133,14.477419354838707,31.33548387096775,14.758064516129032,5.774193548387098,28941
201808,8,33.30322580645161,28.761290322580656,45.16129032258065,64.71935483870966,12.6625,1.6903225806451612,7.5,8.09032258064516,4.006451612903225,13.590322580645159,31.80322580645161,15.88709677419355,5.648387096774194,50149
201809,9,26.04,21.496666666666666,38.9,60.66,5.708333333333333,1.5633333333333332,7.290000000000001,7.5233333333333325,3.450000000000001,12.440000000000001,23.469999999999995,17.30666666666667,4.83,27073
201810,10,18.612903225806456,13.05483870967742,34.354838709677416,59.348387096774175,10.954545454545455,1.5451612903225809,7.803225806451613,7.6,3.829032258064516,11.238709677419353,14.009677419354839,18.245161290322578,3.5193548387096767,25472
201811,11,13.153333333333336,7.793333333333335,32.733333333333334,57.47999999999999,8.78888888888889,1.3966666666666663,5.92,6.6133333333333315,3.4966666666666675,10.183333333333332,7.086666666666667,18.383333333333333,2.3699999999999997,23078
201812,12,4.087096774193548,-0.6064516129032259,26.483870967741936,45.75806451612903,2.733333333333334,1.803225806451613,6.4483870967741925,7.451612903225806,3.9,9.635483870967743,1.4325458382260084e-16,17.63870967741936,1.8225806451612903,18664
201901,1,4.087096774193548,-0.896774193548387,25.70967741935484,45.58387096774193,0.0,1.8193548387096776,6.935483870967741,7.629032258064516,4.190322580645161,9.906451612903227,-0.4580645161290321,16.470967741935482,2.0419354838709682,30160
201902,2,6.046428571428572,0.9857142857142855,26.0,47.31071428571427,2.644444444444444,1.8428571428571427,6.803571428571429,7.75,4.1071428571428585,10.803571428571429,1.6428571428571426,15.12857142857143,2.5392857142857146,25802
