date,month,최고 기온(°C),평균 기온(°C),최소 상대습도(%),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최저 기온(°C),최대 풍속(m/s),평균 해면기압(hPa),1시간 최다 일사량(MJ/m2),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 30cm 지중온도(°C),5.0cm 지중온도(°C),9-9강수(mm),서울시립미술관 본관
201503,3,12.44516129032258,6.290322580645161,22.35483870967742,45.174193548387095,1.5999999999999999,3.0838709677419347,8.735483870967744,0.9806451612903221,6.370967741935482,1021.274193548387,2.1922580645161287,-4.496774193548388,6.493548387096776,5.929032258064516,14.445161290322583,2.0166666666666666,46487
201504,4,18.826666666666664,13.326666666666664,32.233333333333334,54.38666666666665,5.03125,3.12,7.199999999999999,8.403333333333332,6.523333333333335,1015.7966666666669,2.2416666666666667,4.7,14.029999999999998,12.190000000000003,13.710000000000006,6.0,47290
201505,5,24.887096774193544,18.883870967741935,30.35483870967742,52.78064516129031,4.128571428571428,2.9548387096774205,9.367741935483874,13.574193548387097,6.170967741935482,1009.3774193548388,2.502903225806452,9.738709677419354,22.0,18.861290322580643,13.561290322580648,3.6125,67999
201506,6,29.463333333333335,23.586666666666666,35.4,59.80999999999998,8.25,2.546666666666667,8.603333333333333,18.92666666666667,5.8,1006.6933333333333,2.4100000000000006,16.246666666666666,26.126666666666665,23.246666666666666,13.96,8.291666666666666,30575
201507,7,30.0258064516129,25.83548387096775,50.38709677419355,71.15483870967742,14.125,2.8419354838709676,5.680645161290323,22.61290322580645,5.567741935483871,1006.4774193548387,2.0612903225806454,20.837931034482757,27.32758620689655,25.12068965517241,14.906666666666666,13.264705882352942,42171
201508,8,30.78709677419355,26.26774193548387,45.96774193548387,69.7741935483871,4.288235294117648,2.3967741935483873,6.677419354838711,22.809677419354838,5.348387096774194,1008.2129032258064,2.0812903225806454,20.112903225806452,26.99032258064516,25.638709677419357,15.638709677419355,4.050000000000001,105943
201509,9,28.07666666666666,22.389999999999993,34.4,56.20666666666666,5.2,2.303333333333333,8.736666666666666,17.516666666666662,4.806666666666667,1014.0000000000002,2.2819999999999996,13.206666666666667,23.753333333333334,23.273333333333337,16.75,3.7857142857142856,50170
201510,10,21.219354838709677,15.506451612903223,33.32258064516129,60.358064516129026,11.642857142857142,2.3129032258064512,7.7322580645161265,10.780645161290321,5.280645161290322,1018.4096774193548,1.860322580645161,6.012903225806452,16.0,17.629032258064516,17.53870967741935,11.571428571428571,91148
201511,11,12.739999999999998,8.900000000000002,53.8,73.28333333333332,6.973333333333333,2.6699999999999995,3.6333333333333337,5.866666666666665,5.036666666666667,1023.4166666666663,1.0946666666666667,3.0300000000000002,9.44,11.403333333333334,17.810000000000002,6.9,84552
201512,12,5.996774193548388,1.5935483870967744,38.74193548387097,59.864516129032246,2.6454545454545455,2.3451612903225807,5.73548387096774,-2.119354838709678,4.680645161290323,1025.5774193548384,1.238709677419355,-5.406451612903225,2.1612903225806455,4.82258064516129,17.649999999999995,1.94,45545
201601,1,1.125806451612903,-3.2000000000000006,33.064516129032256,53.04516129032256,0.16666666666666666,2.4774193548387093,6.325806451612904,-6.809677419354839,4.916129032258065,1025.5193548387097,1.4109677419354838,-10.309677419354838,-1.464516129032258,1.2709677419354841,16.55483870967742,0.125,50885
