date,month,최고 기온(°C),평균 기온(°C),최소 상대습도(%),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최대 풍속(m/s),최고 해면 기압(hPa),최저 해면기압(hPa),평균 중하층운량(10분위),평균 5cm 지중온도(°C),평균 30cm 지중온도(°C),헌릉ㆍ인릉
201512,12,5.996774193548388,1.5935483870967744,38.74193548387097,59.864516129032246,2.6454545454545455,2.3451612903225807,5.73548387096774,4.680645161290323,1028.6935483870968,1022.7838709677421,2.7451612903225806,2.1612903225806455,4.82258064516129,1647
201601,1,1.125806451612903,-3.2000000000000006,33.064516129032256,53.04516129032256,0.16666666666666666,2.4774193548387093,6.325806451612904,4.916129032258065,1027.9387096774194,1023.2225806451611,2.616129032258064,-1.464516129032258,1.2709677419354841,1296
201602,2,5.075862068965518,0.19310344827586204,30.724137931034484,52.051724137931025,3.966666666666667,2.7551724137931037,6.73103448275862,5.613793103448275,1027.3275862068963,1020.9965517241379,2.2586206896551717,0.6689655172413794,1.2862068965517244,1518
201603,3,12.612903225806454,7.0451612903225795,28.225806451612904,51.01612903225805,6.750000000000001,2.4419354838709677,8.183870967741935,5.10967741935484,1023.8258064516132,1019.1999999999999,1.9096774193548385,7.7,6.874193548387096,2894
201604,4,20.316666666666666,14.066666666666665,30.533333333333335,54.756666666666646,6.9818181818181815,2.4200000000000004,7.316666666666667,5.4399999999999995,1016.8633333333333,1009.573333333333,2.6300000000000003,15.513333333333334,13.540000000000003,4372
201605,5,25.687096774193545,19.558064516129033,31.225806451612904,56.21935483870967,14.590909090909092,2.3677419354838714,9.035483870967743,5.148387096774194,1014.3870967741935,1008.1806451612906,2.5225806451612898,21.174193548387095,18.64838709677419,5335
201606,6,28.680000000000003,23.596666666666668,41.1,62.86666666666665,4.533333333333334,2.13,7.656666666666667,4.896666666666666,1009.4466666666668,1005.5066666666667,3.310000000000001,25.633333333333333,22.95,4525
201607,7,29.82258064516129,26.235483870967744,54.064516129032256,72.86129032258064,17.057142857142857,2.148387096774193,5.174193548387096,4.390322580645161,1009.3870967741935,1005.4967741935485,4.406451612903226,26.925806451612903,24.70967741935484,2324
201608,8,32.63548387096775,27.99677419354839,41.67741935483871,63.88387096774194,4.19375,2.0580645161290323,7.616129032258065,4.635483870967742,1007.4516129032259,1003.7709677419354,3.2774193548387096,29.241935483870964,27.148387096774197,1493
201609,9,27.88999999999999,23.083333333333332,43.63333333333333,64.51333333333334,4.714285714285714,1.9633333333333336,6.386666666666668,4.25,1014.9666666666667,1011.4266666666665,3.1299999999999994,23.863333333333326,23.25666666666667,3815
201610,10,21.309677419354838,16.080645161290327,40.45161290322581,62.232258064516124,7.4799999999999995,2.1193548387096772,6.31290322580645,4.329032258064517,1022.0516129032256,1016.3677419354838,2.8129032258064517,17.20967741935484,18.274193548387096,5253
