date,month,최고 기온(°C),평균 기온(°C),최소 상대습도(%),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최다 풍향(16방위),최저 초상온도(°C),합계 소형증발량(mm),9-9강수(mm),남산골한옥마을
201412,12,1.4967741935483871,-2.919354838709677,36.70967741935484,56.26129032258062,1.11875,2.848387096774193,6.309677419354838,204.51612903225808,-10.690322580645162,1.1225806451612905,1.3692307692307693,61684
201501,1,3.5838709677419356,-0.9354838709677418,37.61290322580645,56.364516129032275,1.4124999999999999,2.6483870967741923,6.235483870967739,196.1290322580645,-8.993548387096773,1.0903225806451613,2.26,53893
201502,2,5.960714285714286,1.0428571428571425,34.92857142857143,58.942857142857136,2.8375,2.8678571428571433,6.42857142857143,201.07142857142858,-6.77857142857143,1.5428571428571427,2.522222222222222,86532
201503,3,12.44516129032258,6.290322580645161,22.35483870967742,45.174193548387095,1.5999999999999999,3.0838709677419347,8.735483870967744,232.25806451612902,-4.496774193548388,2.8193548387096787,2.0166666666666666,82641
201504,4,18.826666666666664,13.326666666666664,32.233333333333334,54.38666666666665,5.03125,3.12,7.199999999999999,149.33333333333334,4.7,3.4933333333333327,6.0,122688
201505,5,24.887096774193544,18.883870967741935,30.35483870967742,52.78064516129031,4.128571428571428,2.9548387096774205,9.367741935483874,231.29032258064515,9.738709677419354,4.816129032258065,3.6125,117960
201506,6,29.463333333333335,23.586666666666666,35.4,59.80999999999998,8.25,2.546666666666667,8.603333333333333,204.0,16.246666666666666,4.800000000000001,8.291666666666666,52772
201507,7,30.0258064516129,25.83548387096775,50.38709677419355,71.15483870967742,14.125,2.8419354838709676,5.680645161290323,168.06451612903226,20.837931034482757,3.3354838709677415,13.264705882352942,52673
201508,8,30.78709677419355,26.26774193548387,45.96774193548387,69.7741935483871,4.288235294117648,2.3967741935483873,6.677419354838711,141.29032258064515,20.112903225806452,3.3580645161290326,4.050000000000001,69429
201509,9,28.07666666666666,22.389999999999993,34.4,56.20666666666666,5.2,2.303333333333333,8.736666666666666,126.0,13.206666666666667,3.840000000000001,3.7857142857142856,115994
201510,10,21.219354838709677,15.506451612903223,33.32258064516129,60.358064516129026,11.642857142857142,2.3129032258064512,7.7322580645161265,192.90322580645162,6.012903225806452,2.709677419354838,11.571428571428571,109098
201511,11,12.739999999999998,8.900000000000002,53.8,73.28333333333332,6.973333333333333,2.6699999999999995,3.6333333333333337,152.66666666666666,3.0300000000000002,0.9233333333333333,6.9,69360
201512,12,5.996774193548388,1.5935483870967744,38.74193548387097,59.864516129032246,2.6454545454545455,2.3451612903225807,5.73548387096774,151.93548387096774,-5.406451612903225,0.9903225806451614,1.94,49898
201601,1,1.125806451612903,-3.2000000000000006,33.064516129032256,53.04516129032256,0.16666666666666666,2.4774193548387093,6.325806451612904,208.70967741935485,-10.309677419354838,1.2733333333333337,0.125,41656
201602,2,5.075862068965518,0.19310344827586204,30.724137931034484,52.051724137931025,3.966666666666667,2.7551724137931037,6.73103448275862,271.0344827586207,-7.93103448275862,1.5655172413793106,4.76,65867
201603,3,12.612903225806454,7.0451612903225795,28.225806451612904,51.01612903225805,6.750000000000001,2.4419354838709677,8.183870967741935,260.64516129032256,-1.5419354838709673,2.6774193548387095,6.750000000000001,62225
201604,4,20.316666666666666,14.066666666666665,30.533333333333335,54.756666666666646,6.9818181818181815,2.4200000000000004,7.316666666666667,241.0,5.253333333333333,3.2466666666666675,6.9818181818181815,107727
201605,5,25.687096774193545,19.558064516129033,31.225806451612904,56.21935483870967,14.590909090909092,2.3677419354838714,9.035483870967743,221.29032258064515,10.829032258064517,4.216129032258065,14.590909090909092,102595
201606,6,28.680000000000003,23.596666666666668,41.1,62.86666666666665,4.533333333333334,2.13,7.656666666666667,214.66666666666666,16.463333333333335,4.413333333333332,4.2153846153846155,76501
201607,7,29.82258064516129,26.235483870967744,54.064516129032256,72.86129032258064,17.057142857142857,2.148387096774193,5.174193548387096,187.41935483870967,21.22903225806452,4.322580645161289,19.87777777777778,64408
201608,8,32.63548387096775,27.99677419354839,41.67741935483871,63.88387096774194,4.19375,2.0580645161290323,7.616129032258065,175.48387096774192,22.296774193548387,5.429032258064518,4.792857142857143,50222
201609,9,27.88999999999999,23.083333333333332,43.63333333333333,64.51333333333334,4.714285714285714,1.9633333333333336,6.386666666666668,121.66666666666667,17.136666666666667,4.263333333333334,4.714285714285714,95258
201610,10,21.309677419354838,16.080645161290327,40.45161290322581,62.232258064516124,7.4799999999999995,2.1193548387096772,6.31290322580645,150.6451612903226,8.774193548387098,3.4322580645161302,6.233333333333333,114247
201611,11,11.606666666666667,6.7733333333333325,37.53333333333333,56.77999999999998,1.04375,2.223333333333333,5.7766666666666655,189.0,-0.17000000000000065,2.32,1.2846153846153845,61868
201612,12,5.8,1.2451612903225806,40.096774193548384,59.15806451612903,4.364285714285715,2.225806451612903,5.367741935483871,159.3548387096774,-5.622580645161291,1.6129032258064513,5.091666666666667,43800
201701,1,2.916129032258064,-1.8290322580645162,35.064516129032256,54.606451612903214,1.146153846153846,2.3,6.741935483870967,182.25806451612902,-9.619354838709677,1.6838709677419357,1.2416666666666667,44580
201702,2,4.80357142857143,-0.2464285714285713,30.285714285714285,53.664285714285704,1.8499999999999999,2.4464285714285707,7.5,241.07142857142858,-8.56785714285714,2.2535714285714286,1.8499999999999999,52138
201703,3,12.309677419354838,6.325806451612903,25.129032258064516,48.103225806451604,0.9875,2.367741935483872,8.23225806451613,226.1290322580645,-2.7064516129032254,3.7709677419354835,0.9875,59487
201704,4,19.949999999999996,13.933333333333335,27.666666666666668,52.373333333333335,6.16,2.55,8.656666666666665,212.33333333333334,5.23,5.526666666666667,6.16,97634
201705,5,25.435483870967737,19.490322580645163,30.419354838709676,52.28709677419353,2.3000000000000003,2.4290322580645163,9.725806451612904,250.96774193548387,10.309677419354838,6.945161290322581,2.6833333333333336,91142
201706,6,28.75,23.273333333333333,33.46666666666667,56.60333333333333,5.123076923076923,2.3733333333333335,9.506666666666666,220.33333333333334,15.773333333333333,7.153333333333335,5.55,68128
201707,7,30.393548387096775,26.922580645161293,59.67741935483871,77.1774193548387,27.0,2.0,3.970967741935484,191.93548387096774,23.141935483870974,3.9580645161290313,27.08695652173913,50425
201708,8,29.654838709677428,25.916129032258066,50.83870967741935,70.81935483870967,15.631578947368421,2.2548387096774194,5.361290322580647,129.67741935483872,21.24838709677419,4.487096774193548,14.75,82899
201709,9,27.433333333333326,22.10333333333334,39.1,60.929999999999986,3.888888888888889,1.9800000000000002,8.058620689655173,136.33333333333334,14.496666666666666,5.0793103448275865,3.888888888888889,140707
201710,10,22.530000000000005,16.409677419354836,33.733333333333334,56.25806451612903,3.3125,1.9366666666666663,7.423333333333333,149.66666666666666,7.532258064516131,3.0516129032258066,4.416666666666667,179913
201711,11,10.46,5.626666666666667,32.166666666666664,53.42666666666664,2.9071428571428575,2.076666666666666,6.070370370370371,182.33333333333334,-4.4433333333333325,1.9965517241379311,2.9071428571428575,89956
201712,12,2.1580645161290324,-1.929032258064516,33.16129032258065,55.854838709677416,2.485714285714286,1.7827586206896548,5.680645161290323,233.79310344827587,-9.841935483870968,1.2300000000000002,2.3200000000000003,63438
201801,1,0.1419354838709677,-3.9774193548387093,28.93548387096774,48.03225806451612,0.7727272727272727,1.8709677419354838,6.43793103448276,257.741935483871,-11.735483870967741,1.264516129032258,0.85,50485
201802,2,3.2821428571428575,-1.6464285714285718,24.392857142857142,44.914285714285704,4.933333333333334,2.1785714285714284,7.192592592592593,252.14285714285714,-11.84642857142857,2.3464285714285715,6.0200000000000005,73675
201803,3,13.59677419354839,8.080645161290322,33.67741935483871,59.20645161290322,4.95,1.919354838709678,6.745161290322581,215.48387096774192,-0.3806451612903223,3.4580645161290327,4.9,98111
201804,4,18.513333333333335,12.986666666666666,29.833333333333332,54.63,11.845454545454546,2.0033333333333334,7.446666666666667,215.0,3.2366666666666664,5.043333333333334,10.858333333333334,137384
201805,5,23.290322580645167,18.167741935483875,40.87096774193548,63.435483870967744,15.857142857142858,1.719354838709677,7.470967741935484,220.32258064516128,10.051612903225807,5.141935483870966,17.076923076923077,147457
201806,6,28.369999999999997,23.136666666666663,39.53333333333333,63.03333333333331,14.291666666666666,1.6799999999999997,7.886666666666668,226.33333333333334,15.2,6.086666666666669,17.5,107161
201807,7,32.13225806451613,27.796774193548387,49.29032258064516,67.45161290322578,18.56,1.4612903225806453,7.616666666666668,199.03225806451613,21.413333333333334,5.774193548387098,15.174999999999999,59624
201808,8,33.30322580645161,28.761290322580656,45.16129032258065,64.71935483870966,12.6625,1.6903225806451612,7.5,186.1290322580645,22.25483870967742,5.648387096774194,12.6625,57435
201809,9,26.04,21.496666666666666,38.9,60.66,5.708333333333333,1.5633333333333332,7.290000000000001,153.66666666666666,14.309999999999999,4.83,6.2272727272727275,188897
201810,10,18.612903225806456,13.05483870967742,34.354838709677416,59.348387096774175,10.954545454545455,1.5451612903225809,7.803225806451613,204.19354838709677,4.096774193548387,3.5193548387096767,9.26923076923077,169039
201811,11,13.153333333333336,7.793333333333335,32.733333333333334,57.47999999999999,8.78888888888889,1.3966666666666663,5.92,195.33333333333334,-0.2599999999999998,2.3699999999999997,7.909999999999999,108672
201812,12,4.087096774193548,-0.6064516129032259,26.483870967741936,45.75806451612903,2.733333333333334,1.803225806451613,6.4483870967741925,211.93548387096774,-8.793548387096775,1.8225806451612903,1.8222222222222224,70399
201901,1,4.087096774193548,-0.896774193548387,25.70967741935484,45.58387096774193,0.0,1.8193548387096776,6.935483870967741,243.5483870967742,-11.125806451612904,2.0419354838709682,0.0,64666
201902,2,6.046428571428572,0.9857142857142855,26.0,47.31071428571427,2.644444444444444,1.8428571428571427,6.803571428571429,232.5,-7.835714285714288,2.5392857142857146,2.38,84249
201903,3,12.445161290322583,7.093548387096774,25.838709677419356,51.303225806451614,2.68,2.087096774193548,6.574193548387096,240.96774193548387,-2.5935483870967753,3.5225806451612898,2.977777777777778,91944
201904,4,17.639999999999997,12.120000000000001,27.366666666666667,50.943333333333335,3.6384615384615375,1.8766666666666665,7.386666666666667,227.66666666666666,1.6166666666666667,4.9300000000000015,3.941666666666667,156504
201905,5,25.641935483870967,19.419354838709676,24.774193548387096,46.48709677419355,5.3999999999999995,2.0580645161290323,10.129032258064516,243.2258064516129,8.19032258064516,7.422580645161288,5.4,155493
201906,6,27.706666666666663,22.503333333333334,38.63333333333333,60.60666666666666,5.2857142857142865,1.7366666666666668,7.836666666666667,192.66666666666666,14.240000000000002,5.960000000000002,6.166666666666668,117601
201907,7,30.087096774193547,25.877419354838707,50.03225806451613,69.09354838709676,10.231578947368419,1.8290322580645166,4.841935483870966,177.74193548387098,20.24838709677419,4.651612903225807,11.610526315789473,75664
201908,8,31.635483870967736,27.190322580645162,44.645161290322584,68.51612903225805,12.7,1.5903225806451615,7.976666666666664,180.6451612903226,20.96451612903226,5.164516129032257,9.66470588235294,73788
201909,9,27.100000000000005,22.64333333333333,44.13333333333333,65.27,10.753846153846155,2.183333333333333,5.63,320.3333333333333,15.393333333333329,4.436666666666667,10.753846153846153,142530
201910,10,21.767741935483876,16.370967741935484,38.935483870967744,62.16451612903224,7.92857142857143,2.129032258064516,7.629032258064515,276.7741935483871,6.974193548387096,3.9096774193548387,6.9375,163316
201911,11,12.933333333333334,7.579999999999999,33.13333333333333,55.899999999999984,9.85,2.1666666666666665,6.773333333333335,182.66666666666666,-1.1333333333333333,2.736666666666666,9.862499999999999,125777
201912,12,5.274193548387096,1.4161290322580642,37.12903225806452,57.754838709677415,1.1894736842105265,2.125806451612903,5.296774193548389,182.90322580645162,-6.470967741935485,1.6903225806451612,1.2500000000000002,68460
