"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20100101 ~ 20101231"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강북구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","35.1","201001","14","8,000","11","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201001","23","8,800","17","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201003","11","8,700","11","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201003","24","8,700","14","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201004","9","8,900","14","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201007","2","8,800","10","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201008","19","9,000","19","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201008","19","9,000","19","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201008","31","8,900","11","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","40.02","201009","2","9,500","13","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201009","2","9,000","16","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201011","25","9,500","9","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201011","29","9,000","8","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201012","9","9,000","18","1991","도봉로 328",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","28.97","201001","8","6,500","3","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","28.97","201001","8","6,500","4","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","28.97","201001","8","6,500","6","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","28.97","201001","8","6,500","5","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","28.97","201001","8","6,500","2","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","32.49","201001","8","7,400","5","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","32.49","201001","8","7,400","6","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","32.49","201001","8","7,400","7","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","32.49","201001","8","7,400","4","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","32.49","201001","8","7,400","2","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","25.53","201001","8","6,500","6","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","25.53","201001","8","6,500","7","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","25.53","201001","8","6,500","4","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","28.71","201001","8","6,500","7","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","28.71","201001","8","6,500","6","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","28.71","201001","8","6,500","2","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","28.71","201001","8","6,500","5","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","28.71","201001","8","6,500","3","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","28.97","201001","8","6,500","7","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","28.71","201005","6","7,000","4","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","465-4","465","4","밀레니엄 오피스텔","24.95","201002","25","7,200","8","2001","도봉로 396",""
"서울특별시 강북구 번동","465-4","465","4","밀레니엄 오피스텔","24.95","201004","10","7,470","8","2001","도봉로 396",""
"서울특별시 강북구 번동","465-4","465","4","밀레니엄 오피스텔","24.47","201007","15","7,500","6","2001","도봉로 396",""
"서울특별시 강북구 번동","465-4","465","4","밀레니엄 오피스텔","24.95","201010","30","7,500","3","2001","도봉로 396",""
