"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20180101 ~ 20181231"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강북구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 강북구 미아동","121-11","0121","0011","(121-11)","35.91","18.5","201806","23","14,200","3","1993","솔매로52길 14",""
"서울특별시 강북구 미아동","1261-136","1261","0136","(1261-136)","33.75","25.46","201801","11","18,000","1","1996","삼양로16길 39-12",""
"서울특별시 강북구 미아동","1261-136","1261","0136","(1261-136)","33.75","25.46","201802","10","19,800","-1","1996","삼양로16길 39-12",""
"서울특별시 강북구 미아동","1264-136","1264","0136","(1264-136)","30.15","22.21","201801","18","20,000","-1","1994","삼양로20나길 55",""
"서울특별시 강북구 미아동","1264-148","1264","0148","(1264-148)","57.79","29.9","201802","19","25,700","1","1994","솔샘로60길 53",""
"서울특별시 강북구 미아동","1264-150","1264","0150","(1264-150)","50.82","36.61","201801","10","24,000","1","2002","삼양로22길 23-21",""
"서울특별시 강북구 미아동","1264-159","1264","0159","(1264-159)","32.83","17.64","201803","28","24,000","2","1996","삼양로24길 16",""
"서울특별시 강북구 미아동","1264-159","1264","0159","(1264-159)","99.36","51.11","201809","11","53,000","3","1996","삼양로24길 16",""
"서울특별시 강북구 미아동","1264-173","1264","0173","(1264-173)","25.42","16.48","201801","17","16,200","-1","1996","삼양로22길 39",""
"서울특별시 강북구 미아동","1264-173","1264","0173","(1264-173)","25.42","16.48","201807","25","17,700","-1","1996","삼양로22길 39",""
"서울특별시 강북구 미아동","1264-177","1264","0177","(1264-177)","47.85","22","201807","3","29,900","2","1992","삼양로22길 35-4",""
"서울특별시 강북구 미아동","1264-186","1264","0186","(1264-186)","38.64","29.68","201802","23","24,000","-1","1993","삼양로22길 29",""
"서울특별시 강북구 미아동","1264-202","1264","0202","(1264-202)","60.51","39.81","201808","30","40,000","-1","1988","삼양로 136-2",""
"서울특별시 강북구 미아동","1264-208","1264","0208","(1264-208)","30.75","23.14","201801","2","16,450","-1","1988","삼양로22길 23-1",""
"서울특별시 강북구 미아동","1264-208","1264","0208","(1264-208)","35.55","23.14","201803","14","25,000","1","1988","삼양로22길 23-1",""
"서울특별시 강북구 미아동","1264-208","1264","0208","(1264-208)","23.67","23.14","201804","18","26,000","1","1988","삼양로22길 23-1",""
"서울특별시 강북구 미아동","1264-208","1264","0208","(1264-208)","37.35","23.14","201808","3","29,800","-1","1988","삼양로22길 23-1",""
"서울특별시 강북구 미아동","139-7","0139","0007","(139-7)","45","30.92","201810","7","35,500","2","1991","도봉로18길 21-16",""
"서울특별시 강북구 미아동","164-32","0164","0032","(164-32)","25.6","18.93","201803","14","9,700","1","1992","도봉로76가길 30",""
"서울특별시 강북구 미아동","245-26","0245","0026","(245-26)","64.12","41.05","201802","5","22,000","2","1997","오패산로 281",""
"서울특별시 강북구 미아동","245-26","0245","0026","(245-26)","58.24","37.28","201802","5","16,000","3","1997","오패산로 281",""
"서울특별시 강북구 미아동","245-26","0245","0026","(245-26)","52.26","33.46","201802","5","13,000","4","1997","오패산로 281",""
"서울특별시 강북구 미아동","258-122","0258","0122","(258-122)","54.96","39","201801","30","12,000","2","1986","오패산로52라길 10",""
"서울특별시 강북구 미아동","258-209","0258","0209","(258-209)","45.28","33.47","201809","8","12,200","2","1987","오현로9길 154",""
"서울특별시 강북구 미아동","258-210","0258","0210","(258-210)","55.21","39.48","201801","2","12,000","1","1988","오패산로52다길 32",""
"서울특별시 강북구 미아동","258-24","0258","0024","(258-24)","36.51","26.5","201808","31","9,000","2","1987","오패산로52길 139",""
"서울특별시 강북구 미아동","258-40","0258","0040","(258-40)","41.63","28.5","201808","27","10,500","2","1988","오패산로52아길 41",""
"서울특별시 강북구 미아동","258-468","0258","0468","(258-468)","54.19","47.33","201801","24","10,000","-1","1987","오패산로52다길 29",""
"서울특별시 강북구 미아동","258-485","0258","0485","(258-485)","42.53","29.94","201803","14","11,500","1","1986","오패산로52마길 20-5",""
"서울특별시 강북구 미아동","258-498","0258","0498","(258-498)","30.92","24.1","201811","29","3,500","-1","1986","오패산로52나길 26",""
"서울특별시 강북구 미아동","258-504","0258","0504","(258-504)","39.99","27.5","201808","17","13,500","2","1987","오현로9길 146-3",""
"서울특별시 강북구 미아동","258-548","0258","0548","(258-548)","41.43","30.3","201808","10","10,500","1","1987","오현로9길 105",""
"서울특별시 강북구 미아동","258-548","0258","0548","(258-548)","41.43","30.3","201808","25","11,500","1","1987","오현로9길 105",""
"서울특별시 강북구 미아동","258-571","0258","0571","(258-571)","41.2","27.5","201802","9","9,850","2","1987","오패산로52사길 41",""
"서울특별시 강북구 미아동","258-573","0258","0573","(258-573)","41.58","28.83","201803","29","8,800","-1","1987","오패산로52길 142",""
"서울특별시 강북구 미아동","258-577","0258","0577","(258-577)","39.56","26.67","201803","11","9,000","2","1987","오패산로52사길 29",""
"서울특별시 강북구 미아동","258-577","0258","0577","(258-577)","39.56","26.67","201809","15","10,000","1","1987","오패산로52사길 29",""
"서울특별시 강북구 미아동","258-579","0258","0579","(258-579)","39.56","26.67","201807","24","7,000","-1","1987","오패산로52사길 25",""
"서울특별시 강북구 미아동","258-581","0258","0581","(258-581)","39.21","28.17","201806","14","9,800","1","1987","오패산로52자길 30",""
"서울특별시 강북구 미아동","258-582","0258","0582","(258-582)","39.25","28.16","201802","22","9,300","2","1987","오패산로52자길 28",""
"서울특별시 강북구 미아동","258-585","0258","0585","(258-585)","39.52","26.66","201804","25","6,500","-1","1987","오패산로52길 137",""
"서울특별시 강북구 미아동","258-586","0258","0586","(258-586)","36.51","26.66","201805","3","8,000","1","1987","오패산로52길 135",""
"서울특별시 강북구 미아동","258-586","0258","0586","(258-586)","36.51","26.66","201809","27","6,200","-1","1987","오패산로52길 135",""
"서울특별시 강북구 미아동","258-587","0258","0587","(258-587)","39.52","26.66","201809","8","7,600","2","1987","오패산로52길 133",""
"서울특별시 강북구 미아동","258-588","0258","0588","(258-588)","39.86","26.7","201811","2","10,500","1","1987","오패산로52길 131",""
"서울특별시 강북구 미아동","258-590","0258","0590","(258-590)","39.86","26.66","201809","30","10,500","2","1987","오패산로52길 127",""
"서울특별시 강북구 미아동","258-591","0258","0591","(258-591)","39.98","26.66","201802","19","7,500","2","1987","오패산로52길 123",""
"서울특별시 강북구 미아동","258-591","0258","0591","(258-591)","39.98","26.7","201808","30","9,900","1","1987","오패산로52길 123",""
"서울특별시 강북구 미아동","258-597","0258","0597","(258-597)","62.8","43.33","201811","11","15,200","2","1987","오패산로52자길 15",""
"서울특별시 강북구 미아동","258-604","0258","0604","(258-604)","45.28","33.47","201808","22","12,200","2","1987","오현로9길 152",""
"서울특별시 강북구 미아동","258-613","0258","0613","(258-613)","38.11","27.16","201803","12","7,400","-1","1987","오패산로52길 69",""
"서울특별시 강북구 미아동","258-63","0258","0063","(258-63)","39.36","26.5","201809","11","10,500","1","1988","오패산로52길 117",""
"서울특별시 강북구 미아동","258-635","0258","0635","(258-635)","32.82","22","201805","25","8,400","2","1988","오패산로52자길 23",""
"서울특별시 강북구 미아동","258-635","0258","0635","(258-635)","32.82","22","201806","26","8,600","1","1988","오패산로52자길 23",""
