"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20180101 ~ 20181231"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강북구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 강북구 미아동","160-3","160","3","수유역푸르지오시티","22.43","201801","27","14,440","12","2014","도봉로 290",""
"서울특별시 강북구 미아동","160-3","160","3","수유역푸르지오시티","22.43","201802","23","13,600","4","2014","도봉로 290",""
"서울특별시 강북구 미아동","160-3","160","3","수유역푸르지오시티","22.43","201803","6","13,900","5","2014","도봉로 290",""
"서울특별시 강북구 미아동","160-3","160","3","수유역푸르지오시티","22.43","201803","17","14,150","16","2014","도봉로 290",""
"서울특별시 강북구 미아동","160-3","160","3","수유역푸르지오시티","22.43","201805","11","14,900","20","2014","도봉로 290",""
"서울특별시 강북구 미아동","160-3","160","3","수유역푸르지오시티","22.43","201806","4","13,950","8","2014","도봉로 290",""
"서울특별시 강북구 미아동","160-3","160","3","수유역푸르지오시티","22.43","201809","1","14,000","20","2014","도봉로 290",""
"서울특별시 강북구 미아동","160-3","160","3","수유역푸르지오시티","22.43","201809","12","14,500","11","2014","도봉로 290",""
"서울특별시 강북구 미아동","160-3","160","3","수유역푸르지오시티","22.43","201812","20","14,000","13","2014","도봉로 290",""
"서울특별시 강북구 번동","454-106","454","106","(454-106)","28.14","201812","5","17,000","8","2015"," ",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201801","3","13,500","13","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201802","5","14,000","11","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201803","1","13,900","15","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","40.02","201803","22","15,500","14","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201803","22","14,500","14","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201804","6","15,000","19","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201806","26","15,000","7","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201806","26","15,500","7","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201806","26","15,500","7","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","40.02","201808","7","16,000","8","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201808","10","15,500","18","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201808","10","15,500","18","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201808","10","15,000","13","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","40.02","201808","13","16,000","14","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201808","27","15,250","9","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201808","27","15,250","9","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201810","25","15,000","12","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","35.1","201811","19","14,000","13","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201812","7","15,000","16","1991","도봉로 328",""
"서울특별시 강북구 번동","446-13","446","13","가든타워오피스텔","36.9","201812","13","15,500","16","1991","도봉로 328",""
"서울특별시 강북구 번동","448-7","448","7","강북중앙드림빌","25.53","201806","8","10,000","3","2003","도봉로82길 24-1",""
"서울특별시 강북구 번동","465-4","465","4","밀레니엄 오피스텔","24.47","201803","10","9,700","9","2001","도봉로 396",""
"서울특별시 강북구 번동","465-4","465","4","밀레니엄 오피스텔","24.47","201805","11","9,800","8","2001","도봉로 396",""
"서울특별시 강북구 번동","465-4","465","4","밀레니엄 오피스텔","24.47","201805","28","9,000","6","2001","도봉로 396",""
"서울특별시 강북구 번동","448-2","448","2","북한산드림캐슬","24.09","201801","2","9,500","5","2003","덕릉로 99",""
"서울특별시 강북구 번동","448-2","448","2","북한산드림캐슬","24.09","201803","22","9,450","14","2003","덕릉로 99",""
"서울특별시 강북구 번동","448-2","448","2","북한산드림캐슬","24.09","201803","31","9,800","11","2003","덕릉로 99",""
"서울특별시 강북구 번동","448-2","448","2","북한산드림캐슬","24.09","201804","20","9,400","15","2003","덕릉로 99",""
"서울특별시 강북구 번동","448-2","448","2","북한산드림캐슬","24.09","201807","10","9,400","5","2003","덕릉로 99",""
"서울특별시 강북구 번동","448-2","448","2","북한산드림캐슬","24.09","201807","16","9,500","5","2003","덕릉로 99",""
"서울특별시 강북구 번동","448-2","448","2","북한산드림캐슬","24.09","201810","1","9,500","14","2003","덕릉로 99",""
"서울특별시 강북구 번동","448-2","448","2","북한산드림캐슬","24.09","201810","1","9,500","4","2003","덕릉로 99",""
"서울특별시 강북구 번동","448-2","448","2","북한산드림캐슬","24.09","201811","5","9,600","15","2003","덕릉로 99",""
"서울특별시 강북구 번동","449-22","449","22","삼보힐","18.9","201807","11","13,200","15","2010","덕릉로 93",""
"서울특별시 강북구 번동","449-22","449","22","삼보힐","19.6","201807","19","13,800","15","2010","덕릉로 93",""
"서울특별시 강북구 번동","449-22","449","22","삼보힐","37.8","201812","3","20,000","10","2010","덕릉로 93",""
"서울특별시 강북구 번동","417-6","417","6","포르텔오피스텔","25.6","201807","9","12,750","6","2004","한천로 1003",""
"서울특별시 강북구 번동","417-6","417","6","포르텔오피스텔","25.6","201810","13","12,150","10","2004","한천로 1003",""
"서울특별시 강북구 번동","417-6","417","6","포르텔오피스텔","25.6","201812","7","12,000","10","2004","한천로 1003",""
"서울특별시 강북구 번동","418-3","418","3","효성네오인텔리안","29.1","201801","26","14,450","4","2005","도봉로 352",""
"서울특별시 강북구 번동","418-3","418","3","효성네오인텔리안","32.97","201803","13","14,400","4","2005","도봉로 352",""
"서울특별시 강북구 번동","418-3","418","3","효성네오인텔리안","32.97","201804","5","14,400","5","2005","도봉로 352",""
"서울특별시 강북구 번동","418-3","418","3","효성네오인텔리안","29.1","201806","7","14,100","5","2005","도봉로 352",""
"서울특별시 강북구 수유동","46-5","46","5","두온","30.29","201801","3","10,300","2","2002","도봉로81길 42-8",""
"서울특별시 강북구 수유동","46-5","46","5","두온","30.29","201801","3","10,600","3","2002","도봉로81길 42-8",""
"서울특별시 강북구 수유동","46-5","46","5","두온","30.29","201809","12","9,000","3","2002","도봉로81길 42-8",""
"서울특별시 강북구 수유동","46-5","46","5","두온","30.29","201810","15","9,000","3","2002","도봉로81길 42-8",""
"서울특별시 강북구 수유동","223-1","223","1","두온오피스텔","33.2","201801","27","12,600","5","2003","노해로 38",""
"서울특별시 강북구 수유동","223-1","223","1","두온오피스텔","33.2","201803","14","13,000","10","2003","노해로 38",""
"서울특별시 강북구 수유동","223-1","223","1","두온오피스텔","33.2","201805","21","12,400","8","2003","노해로 38",""
"서울특별시 강북구 수유동","95-7","95","7","수유동이테크밸리오피스텔","27.81","201801","15","11,000","8","2005","도봉로77길 6",""
"서울특별시 강북구 수유동","95-7","95","7","수유동이테크밸리오피스텔","27.98","201801","19","10,300","6","2005","도봉로77길 6",""
"서울특별시 강북구 수유동","95-7","95","7","수유동이테크밸리오피스텔","31.63","201804","28","12,200","16","2005","도봉로77길 6",""
"서울특별시 강북구 수유동","95-7","95","7","수유동이테크밸리오피스텔","40.15","201805","21","13,850","9","2005","도봉로77길 6",""
"서울특별시 강북구 수유동","95-7","95","7","수유동이테크밸리오피스텔","27.81","201805","26","10,700","12","2005","도봉로77길 6",""
"서울특별시 강북구 수유동","95-7","95","7","수유동이테크밸리오피스텔","27.81","201805","29","10,850","13","2005","도봉로77길 6",""
"서울특별시 강북구 수유동","95-7","95","7","수유동이테크밸리오피스텔","29.61","201806","15","11,100","8","2005","도봉로77길 6",""
"서울특별시 강북구 수유동","95-7","95","7","수유동이테크밸리오피스텔","27.81","201808","13","11,000","12","2005","도봉로77길 6",""
"서울특별시 강북구 수유동","95-7","95","7","수유동이테크밸리오피스텔","27.81","201809","17","10,700","17","2005","도봉로77길 6",""
"서울특별시 강북구 수유동","95-7","95","7","수유동이테크밸리오피스텔","31.63","201810","16","11,800","8","2005","도봉로77길 6",""
"서울특별시 강북구 수유동","95-7","95","7","수유동이테크밸리오피스텔","29.61","201810","16","11,000","5","2005","도봉로77길 6",""
"서울특별시 강북구 수유동","95-7","95","7","수유동이테크밸리오피스텔","40.93","201812","20","16,400","14","2005","도봉로77길 6",""
"서울특별시 강북구 수유동","50-30","50","30","연승카운티","41.22","201802","21","21,000","5","2016","수유로12길 41",""
"서울특별시 강북구 수유동","48-1","48","1","제네스타워","29.41","201803","2","13,500","10","2012","덕릉로 82",""
"서울특별시 강북구 수유동","48-1","48","1","제네스타워","29.41","201803","28","13,700","19","2012","덕릉로 82",""
"서울특별시 강북구 수유동","48-1","48","1","제네스타워","38.23","201804","20","17,700","17","2012","덕릉로 82",""
"서울특별시 강북구 수유동","48-1","48","1","제네스타워","33.1","201806","2","16,500","19","2012","덕릉로 82",""
"서울특별시 강북구 수유동","48-1","48","1","제네스타워","29.41","201807","10","13,300","9","2012","덕릉로 82",""
"서울특별시 강북구 수유동","48-1","48","1","제네스타워","29.25","201809","1","13,000","7","2012","덕릉로 82",""
"서울특별시 강북구 수유동","48-1","48","1","제네스타워","33.1","201811","19","16,200","7","2012","덕릉로 82",""
"서울특별시 강북구 수유동","48-1","48","1","제네스타워","38.23","201812","10","18,000","9","2012","덕릉로 82",""
"서울특별시 강북구 수유동","51-7","51","7","태솔타워","59.89","201802","8","18,100","3","2010","도봉로71가길 30",""
"서울특별시 강북구 수유동","230-7","230","7","효성 인텔리안 오피스텔","28.82","201801","5","13,600","5","2005","도봉로 313",""
"서울특별시 강북구 수유동","230-7","230","7","효성 인텔리안 오피스텔","30.49","201801","8","14,000","16","2005","도봉로 313",""
