"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20150101 ~ 20151231"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강북구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 강북구 미아동","1261-133","1261","0133","(1261-133)","31.23","25.05","201510","24","14,500","2","1994","숭인로7길 25-4",""
"서울특별시 강북구 미아동","1261-136","1261","0136","(1261-136)","29.25","22.08","201503","10","12,000","2","1996","삼양로16길 39-12",""
"서울특별시 강북구 미아동","1261-136","1261","0136","(1261-136)","33.75","25.46","201510","30","14,500","1","1996","삼양로16길 39-12",""
"서울특별시 강북구 미아동","1261-136","1261","0136","(1261-136)","33.75","25.46","201511","16","14,000","-1","1996","삼양로16길 39-12",""
"서울특별시 강북구 미아동","1261-22","1261","0022","(1261-22)","41.57","28.79","201504","15","15,500","2","1993","숭인로7나길 13-5",""
"서울특별시 강북구 미아동","1261-22","1261","0022","(1261-22)","41.57","28.79","201510","30","16,000","1","1993","숭인로7나길 13-5",""
"서울특별시 강북구 미아동","1261-279","1261","0279","(1261-279)","40.14","31","201502","3","15,000","2","1990","숭인로5길 2-5",""
"서울특별시 강북구 미아동","1264-136","1264","0136","(1264-136)","30.15","22.21","201507","31","12,500","-1","1994","삼양로20나길 55",""
"서울특별시 강북구 미아동","1264-148","1264","0148","(1264-148)","57.79","29.9","201509","30","15,000","2","1994","솔샘로60길 53",""
"서울특별시 강북구 미아동","1264-159","1264","0159","(1264-159)","32.83","17.64","201506","12","15,000","2","1996","삼양로24길 16",""
"서울특별시 강북구 미아동","1264-159","1264","0159","(1264-159)","99.36","51.11","201506","23","28,500","3","1996","삼양로24길 16",""
"서울특별시 강북구 미아동","1264-178","1264","0178","(1264-178)","33.6","26.28","201503","13","13,500","2","1993","삼양로22길 35-2",""
"서울특별시 강북구 미아동","1264-178","1264","0178","(1264-178)","40.7","31.83","201504","22","15,800","1","1993","삼양로22길 35-2",""
"서울특별시 강북구 미아동","1264-180","1264","0180","(1264-180)","49.97","26.44","201505","30","16,000","1","1993","삼양로22길 35-3",""
"서울특별시 강북구 미아동","1264-202","1264","0202","(1264-202)","51.11","33.63","201505","19","15,500","1","1988","삼양로 136-2",""
"서울특별시 강북구 미아동","136-21","0136","0021","(136-21)","62.43","35.5","201504","6","21,500","1","1990","도봉로18라길 5",""
"서울특별시 강북구 미아동","164-30","0164","0030","(164-30)","49.92","34.6","201502","9","10,900","-1","1992","도봉로76가길 36",""
"서울특별시 강북구 미아동","164-30","0164","0030","(164-30)","49.92","34.6","201502","9","14,800","2","1992","도봉로76가길 36",""
"서울특별시 강북구 미아동","217-107","0217","0107","(217-107)","46.15","70","201505","8","15,500","2","1978","솔매로45길 95-11",""
"서울특별시 강북구 미아동","217-107","0217","0107","(217-107)","46.12","70","201505","8","15,500","2","1978","솔매로45길 95-11",""
"서울특별시 강북구 미아동","217-107","0217","0107","(217-107)","46.12","70","201509","3","17,000","2","1978","솔매로45길 95-11",""
"서울특별시 강북구 미아동","217-107","0217","0107","(217-107)","46.15","70","201509","3","17,000","2","1978","솔매로45길 95-11",""
"서울특별시 강북구 미아동","217-107","0217","0107","(217-107)","46.12","70","201512","31","18,000","2","1978","솔매로45길 95-11",""
"서울특별시 강북구 미아동","218-55","0218","0055","(218-55)","39.02","35","201504","2","12,550","2","1992","도봉로65길 43-4",""
"서울특별시 강북구 미아동","229-16","0229","0016","(229-16)","46.5","29.62","201504","1","5,500","-1","1991","솔매로41길 31-66",""
"서울특별시 강북구 미아동","258-115","0258","0115","(258-115)","82.8","61.12","201501","21","21,000","2","1986","오패산로52라길 9",""
"서울특별시 강북구 미아동","258-115","0258","0115","(258-115)","41.4","30.22","201501","27","13,000","1","1986","오패산로52라길 9",""
"서울특별시 강북구 미아동","258-122","0258","0122","(258-122)","54.96","40","201511","17","12,700","1","1986","오패산로52라길 10",""
